Tournament,League,Date,Gamelength,Team1,Team2,Team1Score,Team2Score,WinTeam,Year
Worlds 2021 Main Event,WCS,2021-10-13 17:00:00,32:00,EDward Gaming,DetonatioN FocusMe,1,0,EDward Gaming,2021
Worlds 2021 Main Event,WCS,2021-10-13 17:57:00,29:50,100 Thieves,T1,0,1,T1,2021
Worlds 2021 Main Event,WCS,2021-10-15 10:14:00,29:56,FunPlus Phoenix,DWG KIA,0,1,DWG KIA,2021
Worlds 2021 Main Event,WCS,2021-10-15 11:45:00,25:23,Cloud9,Rogue (European Team),1,0,Cloud9,2021
Worlds 2021 Main Event,WCS,2021-10-15 12:34:00,28:14,FunPlus Phoenix,Cloud9,0,1,Cloud9,2021
Worlds 2021 Main Event,WCS,2021-10-15 13:29:00,37:29,DWG KIA,Rogue (European Team),1,0,DWG KIA,2021
Worlds 2021 Main Event,WCS,2021-10-15 14:34:00,40:57,Rogue (European Team),FunPlus Phoenix,1,0,Rogue (European Team),2021
Worlds 2021 Main Event,WCS,2021-10-15 15:40:00,38:58,Cloud9,DWG KIA,0,1,DWG KIA,2021
Worlds 2021 Main Event,WCS,2021-10-15 16:45:00,34:02,FunPlus Phoenix,Rogue (European Team),0,1,Rogue (European Team),2021
Worlds 2021 Main Event,WCS,2021-10-15 17:45:00,54:07,Cloud9,Rogue (European Team),1,0,Cloud9,2021
Worlds 2021 Main Event,WCS,2021-10-16 10:25:00,25:54,DetonatioN FocusMe,EDward Gaming,0,1,EDward Gaming,2021
Worlds 2021 Main Event,WCS,2021-10-16 11:38:00,31:46,T1,100 Thieves,1,0,T1,2021
Worlds 2021 Main Event,WCS,2021-10-16 12:36:00,25:50,EDward Gaming,T1,0,1,T1,2021
Worlds 2021 Main Event,WCS,2021-10-16 13:35:00,49:21,100 Thieves,DetonatioN FocusMe,1,0,100 Thieves,2021
Worlds 2021 Main Event,WCS,2021-10-16 14:46:00,27:02,DetonatioN FocusMe,T1,0,1,T1,2021
Worlds 2021 Main Event,WCS,2021-10-16 15:38:00,35:33,100 Thieves,EDward Gaming,1,0,100 Thieves,2021
Worlds 2021 Main Event,WCS,2021-10-17 10:33:00,29:59,Hanwha Life Esports,PSG Talon,1,0,Hanwha Life Esports,2021
Worlds 2021 Main Event,WCS,2021-10-17 11:43:00,37:31,Royal Never Give Up,Fnatic,0,1,Fnatic,2021
Worlds 2021 Main Event,WCS,2021-10-17 12:52:00,32:23,PSG Talon,Royal Never Give Up,0,1,Royal Never Give Up,2021
Worlds 2021 Main Event,WCS,2021-10-17 13:53:00,43:15,Fnatic,Hanwha Life Esports,0,1,Hanwha Life Esports,2021
Worlds 2021 Main Event,WCS,2021-10-17 15:03:00,36:12,Hanwha Life Esports,Royal Never Give Up,1,0,Hanwha Life Esports,2021
Worlds 2021 Main Event,WCS,2021-10-17 16:03:00,36:36,Fnatic,PSG Talon,0,1,PSG Talon,2021
Worlds 2021 Main Event,WCS,2021-10-17 17:07:00,43:50,Hanwha Life Esports,Royal Never Give Up,0,1,Royal Never Give Up,2021
Worlds 2021 Main Event,WCS,2021-10-18 10:18:00,39:45,Gen.G,MAD Lions,1,0,Gen.G,2021
Worlds 2021 Main Event,WCS,2021-10-18 11:52:00,30:13,LNG Esports,Team Liquid,0,1,Team Liquid,2021
Worlds 2021 Main Event,WCS,2021-10-18 12:49:00,34:34,Gen.G,LNG Esports,0,1,LNG Esports,2021
Worlds 2021 Main Event,WCS,2021-10-18 13:53:00,37:14,MAD Lions,Team Liquid,1,0,MAD Lions,2021
Worlds 2021 Main Event,WCS,2021-10-18 14:54:00,35:03,Team Liquid,Gen.G,1,0,Team Liquid,2021
Worlds 2021 Main Event,WCS,2021-10-18 15:53:00,31:22,LNG Esports,MAD Lions,0,1,MAD Lions,2021
Worlds 2021 Main Event,WCS,2021-10-18 16:59:00,36:41,Gen.G,Team Liquid,1,0,Gen.G,2021
Worlds 2021 Main Event,WCS,2021-10-18 17:51:00,46:13,MAD Lions,LNG Esports,1,0,MAD Lions,2021
Worlds 2021 Main Event,WCS,2021-10-18 19:09:00,48:08,Gen.G,MAD Lions,1,0,Gen.G,2021
Worlds 2021 Main Event,WCS,2021-10-22 11:32:00,33:14,T1,Hanwha Life Esports,1,0,T1,2021
Worlds 2021 Main Event,WCS,2021-10-22 13:04:00,29:49,Hanwha Life Esports,T1,0,2,T1,2021
Worlds 2021 Main Event,WCS,2021-10-22 13:57:00,30:05,Hanwha Life Esports,T1,0,3,T1,2021
Worlds 2021 Main Event,WCS,2021-10-23 11:20:00,29:45,EDward Gaming,Royal Never Give Up,0,1,Royal Never Give Up,2021
Worlds 2021 Main Event,WCS,2021-10-23 12:44:00,27:53,EDward Gaming,Royal Never Give Up,1,1,EDward Gaming,2021
Worlds 2021 Main Event,WCS,2021-10-23 13:38:00,38:01,Royal Never Give Up,EDward Gaming,1,2,EDward Gaming,2021
Worlds 2021 Main Event,WCS,2021-10-23 14:42:00,28:23,EDward Gaming,Royal Never Give Up,2,2,Royal Never Give Up,2021
Worlds 2021 Main Event,WCS,2021-10-23 15:32:00,28:43,EDward Gaming,Royal Never Give Up,3,2,EDward Gaming,2021
Worlds 2021 Main Event,WCS,2021-10-24 11:27:00,29:06,DWG KIA,MAD Lions,1,0,DWG KIA,2021
Worlds 2021 Main Event,WCS,2021-10-24 12:41:00,35:49,MAD Lions,DWG KIA,0,2,DWG KIA,2021
Worlds 2021 Main Event,WCS,2021-10-24 13:42:00,39:33,MAD Lions,DWG KIA,0,3,DWG KIA,2021
Worlds 2021 Main Event,WCS,2021-10-25 11:21:00,41:59,Gen.G,Cloud9,1,0,Gen.G,2021
Worlds 2021 Main Event,WCS,2021-10-25 12:58:00,25:37,Cloud9,Gen.G,0,2,Gen.G,2021
Worlds 2021 Main Event,WCS,2021-10-25 13:39:00,34:30,Cloud9,Gen.G,0,3,Gen.G,2021
Worlds 2021 Main Event,WCS,2021-10-30 11:26:00,29:03,DWG KIA,T1,1,0,DWG KIA,2021
Worlds 2021 Main Event,WCS,2021-10-30 12:42:00,37:11,T1,DWG KIA,1,1,T1,2021
Worlds 2021 Main Event,WCS,2021-10-30 13:45:00,37:47,DWG KIA,T1,1,2,T1,2021
Worlds 2021 Main Event,WCS,2021-10-30 14:47:00,30:09,DWG KIA,T1,2,2,DWG KIA,2021
Worlds 2021 Main Event,WCS,2021-10-30 15:43:00,36:01,T1,DWG KIA,2,3,DWG KIA,2021
Worlds 2021 Main Event,WCS,2021-10-31 11:21:00,37:17,EDward Gaming,Gen.G,1,0,EDward Gaming,2021
Worlds 2021 Main Event,WCS,2021-10-31 12:48:00,30:24,Gen.G,EDward Gaming,1,1,Gen.G,2021
Worlds 2021 Main Event,WCS,2021-10-31 13:43:00,40:12,EDward Gaming,Gen.G,1,2,Gen.G,2021
Worlds 2021 Main Event,WCS,2021-10-31 14:48:00,31:45,EDward Gaming,Gen.G,2,2,EDward Gaming,2021
Worlds 2021 Main Event,WCS,2021-10-31 15:49:00,31:59,Gen.G,EDward Gaming,2,3,EDward Gaming,2021
Worlds 2021 Main Event,WCS,2021-11-06 11:32:00,35:39,DWG KIA,EDward Gaming,0,1,EDward Gaming,2021
Worlds 2021 Main Event,WCS,2021-11-06 12:59:00,32:18,DWG KIA,EDward Gaming,1,1,DWG KIA,2021
Worlds 2021 Main Event,WCS,2021-11-06 13:58:00,36:02,EDward Gaming,DWG KIA,1,2,DWG KIA,2021
Worlds 2021 Main Event,WCS,2021-11-06 15:03:00,33:08,EDward Gaming,DWG KIA,2,2,EDward Gaming,2021
Worlds 2021 Main Event,WCS,2021-11-06 16:03:00,41:19,DWG KIA,EDward Gaming,2,3,EDward Gaming,2021
Worlds 2022 Play-In,WCS,2022-09-29 20:44:00,37:59,Isurus,MAD Lions,0,1,MAD Lions,2022
Worlds 2022 Play-In,WCS,2022-09-29 22:35:00,29:28,Fnatic,Evil Geniuses.NA,1,0,Fnatic,2022
Worlds 2022 Play-In,WCS,2022-09-29 23:40:00,28:44,LOUD,Beyond Gaming,0,1,Beyond Gaming,2022
Worlds 2022 Play-In,WCS,2022-09-30 00:40:00,37:08,MAD Lions,Istanbul Wildcats,1,0,MAD Lions,2022
Worlds 2022 Play-In,WCS,2022-09-30 01:55:00,29:53,Chiefs Esports Club,Fnatic,0,1,Fnatic,2022
Worlds 2022 Play-In,WCS,2022-09-30 03:03:00,23:01,DetonatioN FocusMe,LOUD,0,1,LOUD,2022
Worlds 2022 Play-In,WCS,2022-09-30 04:03:00,34:38,Saigon Buffalo,Istanbul Wildcats,1,0,Saigon Buffalo,2022
Worlds 2022 Play-In,WCS,2022-09-30 05:06:00,42:12,DRX,Royal Never Give Up,1,0,DRX,2022
Worlds 2022 Play-In,WCS,2022-09-30 20:11:00,32:48,Fnatic,DetonatioN FocusMe,1,0,Fnatic,2022
Worlds 2022 Play-In,WCS,2022-09-30 21:23:00,35:26,Evil Geniuses.NA,LOUD,1,0,Evil Geniuses.NA,2022
Worlds 2022 Play-In,WCS,2022-09-30 22:29:00,29:12,Saigon Buffalo,Isurus,1,0,Saigon Buffalo,2022
Worlds 2022 Play-In,WCS,2022-09-30 23:23:00,30:34,DetonatioN FocusMe,Chiefs Esports Club,1,0,DetonatioN FocusMe,2022
Worlds 2022 Play-In,WCS,2022-10-01 00:20:00,32:26,Evil Geniuses.NA,Beyond Gaming,1,0,Evil Geniuses.NA,2022
Worlds 2022 Play-In,WCS,2022-10-01 01:19:00,24:57,DRX,Saigon Buffalo,1,0,DRX,2022
Worlds 2022 Play-In,WCS,2022-10-01 02:13:00,32:38,MAD Lions,Royal Never Give Up,0,1,Royal Never Give Up,2022
Worlds 2022 Play-In,WCS,2022-10-01 03:12:00,26:29,Istanbul Wildcats,DRX,0,1,DRX,2022
Worlds 2022 Play-In,WCS,2022-10-01 20:11:00,28:22,LOUD,Fnatic,1,0,LOUD,2022
Worlds 2022 Play-In,WCS,2022-10-01 21:05:00,34:49,MAD Lions,Saigon Buffalo,1,0,MAD Lions,2022
Worlds 2022 Play-In,WCS,2022-10-01 22:12:00,39:50,Beyond Gaming,DetonatioN FocusMe,0,1,DetonatioN FocusMe,2022
Worlds 2022 Play-In,WCS,2022-10-01 23:17:00,25:27,Evil Geniuses.NA,Chiefs Esports Club,1,0,Evil Geniuses.NA,2022
Worlds 2022 Play-In,WCS,2022-10-02 00:08:00,26:07,Royal Never Give Up,Isurus,1,0,Royal Never Give Up,2022
Worlds 2022 Play-In,WCS,2022-10-02 01:00:00,25:42,Chiefs Esports Club,Beyond Gaming,0,1,Beyond Gaming,2022
Worlds 2022 Play-In,WCS,2022-10-02 01:51:00,30:48,Royal Never Give Up,Istanbul Wildcats,1,0,Royal Never Give Up,2022
Worlds 2022 Play-In,WCS,2022-10-02 02:47:00,22:35,Isurus,DRX,0,1,DRX,2022
Worlds 2022 Play-In,WCS,2022-10-02 20:11:00,32:51,Beyond Gaming,Fnatic,0,1,Fnatic,2022
Worlds 2022 Play-In,WCS,2022-10-02 21:10:00,28:51,LOUD,Chiefs Esports Club,1,0,LOUD,2022
Worlds 2022 Play-In,WCS,2022-10-02 22:07:00,40:14,DetonatioN FocusMe,Evil Geniuses.NA,1,0,DetonatioN FocusMe,2022
Worlds 2022 Play-In,WCS,2022-10-02 23:14:00,31:16,Istanbul Wildcats,Isurus,0,1,Isurus,2022
Worlds 2022 Play-In,WCS,2022-10-03 00:10:00,33:43,DRX,MAD Lions,1,0,DRX,2022
Worlds 2022 Play-In,WCS,2022-10-03 01:09:00,32:60,Royal Never Give Up,Saigon Buffalo,1,0,Royal Never Give Up,2022
Worlds 2022 Play-In,WCS,2022-10-03 02:07:00,28:32,Evil Geniuses.NA,DetonatioN FocusMe,1,0,Evil Geniuses.NA,2022
Worlds 2022 Play-In,WCS,2022-10-03 03:03:00,27:35,LOUD,Evil Geniuses.NA,0,1,Evil Geniuses.NA,2022
Worlds 2022 Play-In,WCS,2022-10-03 18:12:00,31:56,MAD Lions,Saigon Buffalo,1,0,MAD Lions,2022
Worlds 2022 Play-In,WCS,2022-10-03 19:06:00,24:38,MAD Lions,Saigon Buffalo,1,1,Saigon Buffalo,2022
Worlds 2022 Play-In,WCS,2022-10-03 19:54:00,23:22,Saigon Buffalo,MAD Lions,1,2,MAD Lions,2022
Worlds 2022 Play-In,WCS,2022-10-03 20:41:00,33:25,Saigon Buffalo,MAD Lions,1,3,MAD Lions,2022
Worlds 2022 Play-In,WCS,2022-10-03 21:42:00,44:48,LOUD,DetonatioN FocusMe,1,0,LOUD,2022
Worlds 2022 Play-In,WCS,2022-10-03 22:50:00,31:28,DetonatioN FocusMe,LOUD,1,1,DetonatioN FocusMe,2022
Worlds 2022 Play-In,WCS,2022-10-03 23:46:00,29:14,LOUD,DetonatioN FocusMe,1,2,DetonatioN FocusMe,2022
Worlds 2022 Play-In,WCS,2022-10-04 00:39:00,26:01,LOUD,DetonatioN FocusMe,1,3,DetonatioN FocusMe,2022
Worlds 2022 Play-In,WCS,2022-10-04 18:15:00,37:46,Evil Geniuses.NA,MAD Lions,1,0,Evil Geniuses.NA,2022
Worlds 2022 Play-In,WCS,2022-10-04 19:17:00,24:10,MAD Lions,Evil Geniuses.NA,0,2,Evil Geniuses.NA,2022
Worlds 2022 Play-In,WCS,2022-10-04 20:05:00,28:38,Evil Geniuses.NA,MAD Lions,3,0,Evil Geniuses.NA,2022
Worlds 2022 Play-In,WCS,2022-10-04 20:59:00,36:43,Royal Never Give Up,DetonatioN FocusMe,0,1,DetonatioN FocusMe,2022
Worlds 2022 Play-In,WCS,2022-10-04 22:00:00,32:35,Royal Never Give Up,DetonatioN FocusMe,1,1,Royal Never Give Up,2022
Worlds 2022 Play-In,WCS,2022-10-04 23:04:00,35:22,Royal Never Give Up,DetonatioN FocusMe,2,1,Royal Never Give Up,2022
Worlds 2022 Play-In,WCS,2022-10-05 00:04:00,27:07,DetonatioN FocusMe,Royal Never Give Up,1,3,Royal Never Give Up,2022
Worlds 2022 Main Event,WCS,2022-10-07 21:16:00,32:24,Cloud9,Fnatic,0,1,Fnatic,2022
Worlds 2022 Main Event,WCS,2022-10-07 22:19:00,32:28,G2 Esports,DWG KIA,0,1,DWG KIA,2022
Worlds 2022 Main Event,WCS,2022-10-07 23:22:00,31:51,CTBC Flying Oyster,100 Thieves,1,0,CTBC Flying Oyster,2022
Worlds 2022 Main Event,WCS,2022-10-08 00:33:00,29:46,JD Gaming,Evil Geniuses.NA,1,0,JD Gaming,2022
Worlds 2022 Main Event,WCS,2022-10-08 01:41:00,22:52,T1,EDward Gaming,1,0,T1,2022
Worlds 2022 Main Event,WCS,2022-10-08 02:39:00,30:08,Gen.G,Royal Never Give Up,0,1,Royal Never Give Up,2022
Worlds 2022 Main Event,WCS,2022-10-08 21:10:00,36:10,Rogue (European Team),DRX,1,0,Rogue (European Team),2022
Worlds 2022 Main Event,WCS,2022-10-08 22:18:00,27:35,Evil Geniuses.NA,G2 Esports,0,1,G2 Esports,2022
Worlds 2022 Main Event,WCS,2022-10-08 23:36:00,29:14,Fnatic,T1,1,0,Fnatic,2022
Worlds 2022 Main Event,WCS,2022-10-09 00:29:00,28:32,EDward Gaming,Cloud9,1,0,EDward Gaming,2022
Worlds 2022 Main Event,WCS,2022-10-09 01:34:00,24:52,Top Esports,GAM Esports,1,0,Top Esports,2022
Worlds 2022 Main Event,WCS,2022-10-09 02:28:00,36:54,DWG KIA,JD Gaming,0,1,JD Gaming,2022
Worlds 2022 Main Event,WCS,2022-10-09 21:11:00,37:39,GAM Esports,Rogue (European Team),0,1,Rogue (European Team),2022
Worlds 2022 Main Event,WCS,2022-10-09 22:18:00,29:30,100 Thieves,Gen.G,0,1,Gen.G,2022
Worlds 2022 Main Event,WCS,2022-10-09 23:13:00,36:41,EDward Gaming,Fnatic,1,0,EDward Gaming,2022
Worlds 2022 Main Event,WCS,2022-10-10 00:20:00,25:00,Cloud9,T1,0,1,T1,2022
Worlds 2022 Main Event,WCS,2022-10-10 01:13:00,29:24,Royal Never Give Up,CTBC Flying Oyster,1,0,Royal Never Give Up,2022
Worlds 2022 Main Event,WCS,2022-10-10 02:28:00,30:06,DRX,Top Esports,1,0,DRX,2022
Worlds 2022 Main Event,WCS,2022-10-10 21:12:00,34:41,JD Gaming,G2 Esports,1,0,JD Gaming,2022
Worlds 2022 Main Event,WCS,2022-10-10 22:13:00,33:38,Rogue (European Team),Top Esports,1,0,Rogue (European Team),2022
Worlds 2022 Main Event,WCS,2022-10-10 23:13:00,29:29,DWG KIA,Evil Geniuses.NA,1,0,DWG KIA,2022
Worlds 2022 Main Event,WCS,2022-10-11 00:09:00,26:56,100 Thieves,Royal Never Give Up,0,1,Royal Never Give Up,2022
Worlds 2022 Main Event,WCS,2022-10-11 01:00:00,39:21,Gen.G,CTBC Flying Oyster,1,0,Gen.G,2022
Worlds 2022 Main Event,WCS,2022-10-11 02:05:00,23:27,GAM Esports,DRX,0,1,DRX,2022
Worlds 2022 Main Event,WCS,2022-10-13 19:12:00,27:50,Fnatic,Cloud9,0,1,Cloud9,2022
Worlds 2022 Main Event,WCS,2022-10-13 20:05:00,29:07,T1,Fnatic,1,0,T1,2022
Worlds 2022 Main Event,WCS,2022-10-13 21:00:00,26:07,Cloud9,EDward Gaming,0,1,EDward Gaming,2022
Worlds 2022 Main Event,WCS,2022-10-13 21:59:00,29:42,Fnatic,EDward Gaming,0,1,EDward Gaming,2022
Worlds 2022 Main Event,WCS,2022-10-13 22:54:00,23:19,T1,Cloud9,1,0,T1,2022
Worlds 2022 Main Event,WCS,2022-10-13 23:44:00,28:14,EDward Gaming,T1,0,1,T1,2022
Worlds 2022 Main Event,WCS,2022-10-14 19:13:00,32:32,G2 Esports,Evil Geniuses.NA,0,1,Evil Geniuses.NA,2022
Worlds 2022 Main Event,WCS,2022-10-14 20:10:00,25:04,Evil Geniuses.NA,JD Gaming,0,1,JD Gaming,2022
Worlds 2022 Main Event,WCS,2022-10-14 21:07:00,25:24,DWG KIA,G2 Esports,1,0,DWG KIA,2022
Worlds 2022 Main Event,WCS,2022-10-14 21:56:00,28:12,G2 Esports,JD Gaming,0,1,JD Gaming,2022
Worlds 2022 Main Event,WCS,2022-10-14 22:53:00,28:08,Evil Geniuses.NA,DWG KIA,0,1,DWG KIA,2022
Worlds 2022 Main Event,WCS,2022-10-15 00:00:00,29:12,JD Gaming,DWG KIA,0,1,DWG KIA,2022
Worlds 2022 Main Event,WCS,2022-10-15 00:56:00,34:04,JD Gaming,DWG KIA,1,0,JD Gaming,2022
Worlds 2022 Main Event,WCS,2022-10-15 19:12:00,30:42,Rogue (European Team),GAM Esports,1,0,Rogue (European Team),2022
Worlds 2022 Main Event,WCS,2022-10-15 20:07:00,41:32,GAM Esports,Top Esports,1,0,GAM Esports,2022
Worlds 2022 Main Event,WCS,2022-10-15 21:20:00,30:15,DRX,Rogue (European Team),1,0,DRX,2022
Worlds 2022 Main Event,WCS,2022-10-15 22:16:00,31:31,DRX,GAM Esports,1,0,DRX,2022
Worlds 2022 Main Event,WCS,2022-10-15 23:13:00,24:52,Top Esports,Rogue (European Team),1,0,Top Esports,2022
Worlds 2022 Main Event,WCS,2022-10-16 00:02:00,34:08,Top Esports,DRX,1,0,Top Esports,2022
Worlds 2022 Main Event,WCS,2022-10-16 01:02:00,24:47,DRX,Rogue (European Team),1,0,DRX,2022
Worlds 2022 Main Event,WCS,2022-10-16 19:18:00,31:40,100 Thieves,CTBC Flying Oyster,1,0,100 Thieves,2022
Worlds 2022 Main Event,WCS,2022-10-16 20:15:00,26:10,CTBC Flying Oyster,Gen.G,0,1,Gen.G,2022
Worlds 2022 Main Event,WCS,2022-10-16 21:17:00,39:20,Royal Never Give Up,100 Thieves,1,0,Royal Never Give Up,2022
Worlds 2022 Main Event,WCS,2022-10-16 22:20:00,25:11,Gen.G,100 Thieves,1,0,Gen.G,2022
Worlds 2022 Main Event,WCS,2022-10-16 23:25:00,31:47,CTBC Flying Oyster,Royal Never Give Up,0,1,Royal Never Give Up,2022
Worlds 2022 Main Event,WCS,2022-10-17 00:23:00,27:20,Royal Never Give Up,Gen.G,0,1,Gen.G,2022
Worlds 2022 Main Event,WCS,2022-10-17 01:15:00,24:14,Gen.G,Royal Never Give Up,1,0,Gen.G,2022
Worlds 2022 Main Event,WCS,2022-10-20 21:11:00,29:19,JD Gaming,Rogue (European Team),1,0,JD Gaming,2022
Worlds 2022 Main Event,WCS,2022-10-20 22:04:00,29:39,Rogue (European Team),JD Gaming,0,2,JD Gaming,2022
Worlds 2022 Main Event,WCS,2022-10-20 22:54:00,33:06,Rogue (European Team),JD Gaming,0,3,JD Gaming,2022
Worlds 2022 Main Event,WCS,2022-10-21 21:13:00,38:09,T1,Royal Never Give Up,1,0,T1,2022
Worlds 2022 Main Event,WCS,2022-10-21 22:14:00,42:00,Royal Never Give Up,T1,0,2,T1,2022
Worlds 2022 Main Event,WCS,2022-10-21 23:18:00,26:33,Royal Never Give Up,T1,0,3,T1,2022
Worlds 2022 Main Event,WCS,2022-10-22 21:18:00,25:53,Gen.G,DWG KIA,1,0,Gen.G,2022
Worlds 2022 Main Event,WCS,2022-10-22 22:06:00,42:21,DWG KIA,Gen.G,0,2,Gen.G,2022
Worlds 2022 Main Event,WCS,2022-10-22 23:12:00,26:08,DWG KIA,Gen.G,1,2,DWG KIA,2022
Worlds 2022 Main Event,WCS,2022-10-23 00:01:00,24:30,Gen.G,DWG KIA,2,2,DWG KIA,2022
Worlds 2022 Main Event,WCS,2022-10-23 00:49:00,44:51,Gen.G,DWG KIA,3,2,Gen.G,2022
Worlds 2022 Main Event,WCS,2022-10-23 21:12:00,35:01,DRX,EDward Gaming,0,1,EDward Gaming,2022
Worlds 2022 Main Event,WCS,2022-10-23 22:16:00,42:27,DRX,EDward Gaming,0,2,EDward Gaming,2022
Worlds 2022 Main Event,WCS,2022-10-23 23:28:00,42:02,DRX,EDward Gaming,1,2,DRX,2022
Worlds 2022 Main Event,WCS,2022-10-24 00:32:00,38:42,EDward Gaming,DRX,2,2,DRX,2022
Worlds 2022 Main Event,WCS,2022-10-24 01:33:00,37:53,EDward Gaming,DRX,2,3,DRX,2022
Worlds 2022 Main Event,WCS,2022-10-29 21:18:00,39:53,T1,JD Gaming,0,1,JD Gaming,2022
Worlds 2022 Main Event,WCS,2022-10-29 22:20:00,33:60,T1,JD Gaming,1,1,T1,2022
Worlds 2022 Main Event,WCS,2022-10-29 23:18:00,30:54,JD Gaming,T1,1,2,T1,2022
Worlds 2022 Main Event,WCS,2022-10-30 00:10:00,24:54,JD Gaming,T1,1,3,T1,2022
Worlds 2022 Main Event,WCS,2022-10-30 21:16:00,29:40,Gen.G,DRX,1,0,Gen.G,2022
Worlds 2022 Main Event,WCS,2022-10-30 22:09:00,39:24,DRX,Gen.G,1,1,DRX,2022
Worlds 2022 Main Event,WCS,2022-10-30 23:11:00,30:09,Gen.G,DRX,1,2,DRX,2022
Worlds 2022 Main Event,WCS,2022-10-31 00:03:00,37:49,Gen.G,DRX,1,3,DRX,2022
Worlds 2022 Main Event,WCS,2022-11-06 00:57:00,31:11,T1,DRX,1,0,T1,2022
Worlds 2022 Main Event,WCS,2022-11-06 01:50:00,46:12,DRX,T1,1,1,DRX,2022
Worlds 2022 Main Event,WCS,2022-11-06 02:56:00,32:12,T1,DRX,2,1,T1,2022
Worlds 2022 Main Event,WCS,2022-11-06 03:51:00,28:45,DRX,T1,2,2,DRX,2022
Worlds 2022 Main Event,WCS,2022-11-06 04:42:00,42:09,T1,DRX,2,3,DRX,2022
