,Tournament,League,League_short,Date,Team1,Team2,Team1Score,Team2Score,Winner
14839,TCL 2018 Summer,Turkish Championship League,TCL,2018-06-25 14:00:00,HWA Gaming,Fenerbahçe Esports,1,0,1
14840,TCL 2018 Summer,Turkish Championship League,TCL,2018-06-25 15:00:00,Royal Bandits,YouthCrew Esports,1,0,1
14841,TCL 2018 Summer,Turkish Championship League,TCL,2018-06-25 16:00:00,SuperMassive Esports,Bursaspor Esports,1,0,1
14842,TCL 2018 Summer,Turkish Championship League,TCL,2018-06-25 17:00:00,Dark Passage,Team AURORA,0,1,2
4422,LCK 2018 Summer,LoL Champions Korea,LCK,2018-06-26 08:00:00,SK Telecom T1,KT Rolster,2,1,1
6702,LPL 2018 Summer,Tencent LoL Pro League,LPL,2018-06-26 09:00:00,Topsports Gaming,FunPlus Phoenix,2,1,1
6703,LPL 2018 Summer,Tencent LoL Pro League,LPL,2018-06-26 11:00:00,EDward Gaming,Snake Esports,0,2,2
4423,LCK 2018 Summer,LoL Champions Korea,LCK,2018-06-26 11:00:00,Kingzone DragonX,Griffin (Korean Team),0,2,2
4424,LCK 2018 Summer,LoL Champions Korea,LCK,2018-06-27 05:00:00,MVP,Hanwha Life Esports,0,2,2
4425,LCK 2018 Summer,LoL Champions Korea,LCK,2018-06-27 08:00:00,Gen.G,bbq Olivers,2,1,1
6704,LPL 2018 Summer,Tencent LoL Pro League,LPL,2018-06-27 09:00:00,Royal Never Give Up,Vici Gaming,2,0,1
6705,LPL 2018 Summer,Tencent LoL Pro League,LPL,2018-06-27 11:00:00,Invictus Gaming,Bilibili Gaming,2,0,1
4426,LCK 2018 Summer,LoL Champions Korea,LCK,2018-06-27 11:00:00,Jin Air Green Wings,Afreeca Freecs,1,2,2
4427,LCK 2018 Summer,LoL Champions Korea,LCK,2018-06-28 08:00:00,KT Rolster,Griffin (Korean Team),2,0,1
16434,LMS 2018 Summer,LoL Master Series,LMS,2018-06-28 08:00:00,Flash Wolves,Machi Esports,2,0,1
16435,LMS 2018 Summer,LoL Master Series,LMS,2018-06-28 11:00:00,ahq eSports Club,Hong Kong Attitude,0,2,2
4428,LCK 2018 Summer,LoL Champions Korea,LCK,2018-06-28 11:00:00,Kingzone DragonX,SK Telecom T1,2,0,1
12401,OPL 2018 Split 2,Oceanic Pro League,OPL,2018-06-29 07:00:00,Tectonic,Chiefs Esports Club,2,0,1
16436,LMS 2018 Summer,LoL Master Series,LMS,2018-06-29 08:00:00,Team Afro,Flash Wolves,0,2,2
4429,LCK 2018 Summer,LoL Champions Korea,LCK,2018-06-29 08:00:00,Afreeca Freecs,MVP,2,0,1
6706,LPL 2018 Summer,Tencent LoL Pro League,LPL,2018-06-29 09:00:00,EDward Gaming,Topsports Gaming,2,0,1
12402,OPL 2018 Split 2,Oceanic Pro League,OPL,2018-06-29 10:00:00,Dire Wolves,Legacy Esports,2,0,1
4430,LCK 2018 Summer,LoL Champions Korea,LCK,2018-06-29 11:00:00,Jin Air Green Wings,Gen.G,0,2,2
16437,LMS 2018 Summer,LoL Master Series,LMS,2018-06-29 11:00:00,MAD Team,G-Rex,2,1,1
6707,LPL 2018 Summer,Tencent LoL Pro League,LPL,2018-06-29 11:00:00,Rogue Warriors,Team WE,2,0,1
14843,TCL 2018 Summer,Turkish Championship League,TCL,2018-06-29 14:00:00,Team AURORA,Bursaspor Esports,0,1,2
14844,TCL 2018 Summer,Turkish Championship League,TCL,2018-06-29 15:00:00,YouthCrew Esports,SuperMassive Esports,0,1,2
19542,EU LCS 2018 Summer,Europe League Championship Series,EU LCS,2018-06-29 16:00:00,Giants Gaming,Team ROCCAT,0,1,2
14845,TCL 2018 Summer,Turkish Championship League,TCL,2018-06-29 16:00:00,Dark Passage,HWA Gaming,1,0,1
19543,EU LCS 2018 Summer,Europe League Championship Series,EU LCS,2018-06-29 17:00:00,Misfits Gaming,FC Schalke 04 Esports,1,0,1
14846,TCL 2018 Summer,Turkish Championship League,TCL,2018-06-29 17:00:00,Fenerbahçe Esports,Royal Bandits,0,1,2
19544,EU LCS 2018 Summer,Europe League Championship Series,EU LCS,2018-06-29 18:00:00,Splyce,H2k-Gaming,1,0,1
19545,EU LCS 2018 Summer,Europe League Championship Series,EU LCS,2018-06-29 19:00:00,Unicorns of Love,Team Vitality,0,1,2
19546,EU LCS 2018 Summer,Europe League Championship Series,EU LCS,2018-06-29 20:00:00,Fnatic,G2 Esports,0,1,2
6708,LPL 2018 Summer,Tencent LoL Pro League,LPL,2018-06-30 06:00:00,Bilibili Gaming,LGD Gaming,1,2,2
12403,OPL 2018 Split 2,Oceanic Pro League,OPL,2018-06-30 07:00:00,MAMMOTH,ORDER,1,2,2
16438,LMS 2018 Summer,LoL Master Series,LMS,2018-06-30 08:00:00,Machi Esports,Team Afro,0,2,2
4431,LCK 2018 Summer,LoL Champions Korea,LCK,2018-06-30 08:00:00,Hanwha Life Esports,Kingzone DragonX,1,2,2
6709,LPL 2018 Summer,Tencent LoL Pro League,LPL,2018-06-30 09:00:00,JD Gaming,Vici Gaming,2,0,1
12404,OPL 2018 Split 2,Oceanic Pro League,OPL,2018-06-30 10:00:00,Avant Gaming,Bombers,0,2,2
6710,LPL 2018 Summer,Tencent LoL Pro League,LPL,2018-06-30 11:00:00,Invictus Gaming,Royal Never Give Up,1,2,2
4432,LCK 2018 Summer,LoL Champions Korea,LCK,2018-06-30 11:00:00,bbq Olivers,SK Telecom T1,0,2,2
16439,LMS 2018 Summer,LoL Master Series,LMS,2018-06-30 11:00:00,J Team,MAD Team,1,2,2
14847,TCL 2018 Summer,Turkish Championship League,TCL,2018-06-30 12:00:00,Bursaspor Esports,HWA Gaming,0,1,2
14848,TCL 2018 Summer,Turkish Championship League,TCL,2018-06-30 13:00:00,Team AURORA,YouthCrew Esports,1,0,1
14849,TCL 2018 Summer,Turkish Championship League,TCL,2018-06-30 14:00:00,Dark Passage,Fenerbahçe Esports,0,1,2
8609,CBLOL 2018 Split 2,Circuit Brazilian League of Legends,CBLOL,2018-06-30 15:00:00,KaBuM! Esports,Vivo Keyd,2,1,1
14850,TCL 2018 Summer,Turkish Championship League,TCL,2018-06-30 15:00:00,Royal Bandits,SuperMassive Esports,1,0,1
19547,EU LCS 2018 Summer,Europe League Championship Series,EU LCS,2018-06-30 15:00:00,Misfits Gaming,H2k-Gaming,1,0,1
19962,CLS 2018 Closing,Copa Latinoamérica Sur,CLS,2018-06-30 16:00:00,Rebirth eSports,Evilvice Esports,1,0,1
19548,EU LCS 2018 Summer,Europe League Championship Series,EU LCS,2018-06-30 16:00:00,Team Vitality,FC Schalke 04 Esports,1,0,1
19549,EU LCS 2018 Summer,Europe League Championship Series,EU LCS,2018-06-30 17:00:00,Giants Gaming,Fnatic,0,1,2
19963,CLS 2018 Closing,Copa Latinoamérica Sur,CLS,2018-06-30 17:00:00,Dark Horse,Hafnet eSports,0,1,2
8610,CBLOL 2018 Split 2,Circuit Brazilian League of Legends,CBLOL,2018-06-30 17:30:00,Flamengo Esports,ProGaming Esports,1,2,2
19550,EU LCS 2018 Summer,Europe League Championship Series,EU LCS,2018-06-30 18:00:00,Splyce,Team ROCCAT,1,0,1
19964,CLS 2018 Closing,Copa Latinoamérica Sur,CLS,2018-06-30 18:00:00,Legatum,Furious Gaming,0,1,2
19551,EU LCS 2018 Summer,Europe League Championship Series,EU LCS,2018-06-30 19:00:00,G2 Esports,Unicorns of Love,1,0,1
19965,CLS 2018 Closing,Copa Latinoamérica Sur,CLS,2018-06-30 19:00:00,Isurus,Kaos Latin Gamers,0,1,2
18177,NA LCS 2018 Summer,North America League Championship Series,NA LCS,2018-06-30 21:00:00,Cloud9,TSM,0,1,2
19761,LLN 2018 Closing,Liga Latinoamérica Norte,LLN,2018-06-30 21:00:00,ZAGA Talent Gaming,6Sense,0,1,2
19762,LLN 2018 Closing,Liga Latinoamérica Norte,LLN,2018-06-30 22:00:00,Pixel Esports Club,INFINITY,0,1,2
18178,NA LCS 2018 Summer,North America League Championship Series,NA LCS,2018-06-30 22:00:00,Team Liquid,Echo Fox,1,0,1
18179,NA LCS 2018 Summer,North America League Championship Series,NA LCS,2018-06-30 23:00:00,100 Thieves,Clutch Gaming,1,0,1
19763,LLN 2018 Closing,Liga Latinoamérica Norte,LLN,2018-06-30 23:00:00,Predators Esports,Gaming Gaming,1,0,1
19764,LLN 2018 Closing,Liga Latinoamérica Norte,LLN,2018-07-01 00:00:00,Dash9 Gaming,Rainbow7,0,1,2
18180,NA LCS 2018 Summer,North America League Championship Series,NA LCS,2018-07-01 00:00:00,FlyQuest,Golden Guardians,1,0,1
18181,NA LCS 2018 Summer,North America League Championship Series,NA LCS,2018-07-01 01:00:00,OpTic Gaming,Counter Logic Gaming,0,1,2
6711,LPL 2018 Summer,Tencent LoL Pro League,LPL,2018-07-01 06:00:00,Oh My God,FunPlus Phoenix,0,2,2
16440,LMS 2018 Summer,LoL Master Series,LMS,2018-07-01 08:00:00,Hong Kong Attitude,J Team,1,2,2
4433,LCK 2018 Summer,LoL Champions Korea,LCK,2018-07-01 08:00:00,Gen.G,Afreeca Freecs,0,2,2
6712,LPL 2018 Summer,Tencent LoL Pro League,LPL,2018-07-01 09:00:00,Snake Esports,Topsports Gaming,0,2,2
6713,LPL 2018 Summer,Tencent LoL Pro League,LPL,2018-07-01 11:00:00,EDward Gaming,Rogue Warriors,2,0,1
16441,LMS 2018 Summer,LoL Master Series,LMS,2018-07-01 11:00:00,G-Rex,ahq eSports Club,1,2,2
