,Tournament,League,League_short,Date,Team1,Team2,Team1Score,Team2Score,Winner,Date__precision
9795,LCL 2017 Summer,LoL Continental League,LCL,2017-07-23 14:00:00,Gambit Esports,M19,1,0,1,0
9796,LCL 2017 Summer,LoL Continental League,LCL,2017-07-23 15:00:00,Virtus.pro,RoX (2014 CIS Team),1,0,1,0
9797,LCL 2017 Summer,LoL Continental League,LCL,2017-07-23 16:00:00,Team Just Alpha,Natus Vincere.CIS,1,0,1,0
9798,LCL 2017 Summer,LoL Continental League,LCL,2017-07-23 17:00:00,RoX (2014 CIS Team),Gambit Esports,0,1,2,0
9799,LCL 2017 Summer,LoL Continental League,LCL,2017-07-23 18:00:00,Vega Squadron,Team Just Alpha,1,0,1,0
9800,LCL 2017 Summer,LoL Continental League,LCL,2017-07-29 13:00:00,Natus Vincere.CIS,Gambit Esports,1,0,1,0
9801,LCL 2017 Summer,LoL Continental League,LCL,2017-07-29 14:00:00,RoX (2014 CIS Team),Team Just Alpha,1,0,1,0
9802,LCL 2017 Summer,LoL Continental League,LCL,2017-07-29 15:00:00,Virtus.pro,Vaevictis eSports,0,1,2,0
9803,LCL 2017 Summer,LoL Continental League,LCL,2017-07-29 16:00:00,Vega Squadron,M19,0,1,2,0
9804,LCL 2017 Summer,LoL Continental League,LCL,2017-07-30 13:00:00,Virtus.pro,Team Just Alpha,1,0,1,0
9805,LCL 2017 Summer,LoL Continental League,LCL,2017-07-30 14:00:00,M19,Natus Vincere.CIS,1,0,1,0
9806,LCL 2017 Summer,LoL Continental League,LCL,2017-07-30 15:00:00,Gambit Esports,Vaevictis eSports,1,0,1,0
9807,LCL 2017 Summer,LoL Continental League,LCL,2017-07-30 16:00:00,Vega Squadron,RoX (2014 CIS Team),1,0,1,0
9808,LCL 2017 Summer,LoL Continental League,LCL,2017-08-06 14:00:00,Natus Vincere.CIS,RoX (2014 CIS Team),0,1,2,0
9809,LCL 2017 Summer,LoL Continental League,LCL,2017-08-06 15:00:00,Vaevictis eSports,Vega Squadron,0,1,2,0
9810,LCL 2017 Summer,LoL Continental League,LCL,2017-08-06 16:00:00,Vega Squadron,Team Just Alpha,0,1,2,0
9811,LCL 2017 Summer,LoL Continental League,LCL,2017-08-06 17:00:00,Team Just Alpha,Vaevictis eSports,1,0,1,0
9812,LCL 2017 Summer Playoffs,LoL Continental League,LCL,2017-08-19 13:00:00,Virtus.pro,M19,1,3,2,0
9813,LCL 2017 Summer Playoffs,LoL Continental League,LCL,2017-08-20 13:00:00,Gambit Esports,Team Just Alpha,3,0,1,0
9814,LCL 2017 Summer Playoffs,LoL Continental League,LCL,2017-09-03 13:00:00,M19,Gambit Esports,2,3,2,0
9815,LCL 2017 Summer Promotion,LoL Continental League,LCL,2017-03-25 16:00:00,Natus Vincere.CIS,Dolphins,3,1,1,0
9816,LCL 2017 Summer Promotion,LoL Continental League,LCL,2017-03-26 15:00:00,RoX (2014 CIS Team),Team Empire,3,1,1,0
9817,LCL 2018 Spring,LoL Continental League,LCL,2018-02-10 14:00:00,Gambit Esports,M19,1,0,1,0
9818,LCL 2018 Spring,LoL Continental League,LCL,2018-02-10 15:00:00,Vaevictis eSports,Vega Squadron,0,1,2,0
9819,LCL 2018 Spring,LoL Continental League,LCL,2018-02-10 16:00:00,Team Just,RoX (2014 CIS Team),0,1,2,0
9820,LCL 2018 Spring,LoL Continental League,LCL,2018-02-10 17:00:00,Dragon Army,Vega Squadron,1,0,1,0
9821,LCL 2018 Spring,LoL Continental League,LCL,2018-02-10 18:00:00,Elements Pro Gaming,Vaevictis eSports,0,1,2,0
9822,LCL 2018 Spring,LoL Continental League,LCL,2018-02-10 19:00:00,Team Just,Dragon Army,0,1,2,0
9823,LCL 2018 Spring,LoL Continental League,LCL,2018-02-11 14:00:00,Vega Squadron,Elements Pro Gaming,1,0,1,0
9824,LCL 2018 Spring,LoL Continental League,LCL,2018-02-11 15:00:00,RoX (2014 CIS Team),Dragon Army,0,1,2,0
9825,LCL 2018 Spring,LoL Continental League,LCL,2018-02-11 16:00:00,Elements Pro Gaming,M19,0,1,2,0
9826,LCL 2018 Spring,LoL Continental League,LCL,2018-02-11 17:00:00,RoX (2014 CIS Team),Gambit Esports,1,0,1,0
9827,LCL 2018 Spring,LoL Continental League,LCL,2018-02-11 18:00:00,Vaevictis eSports,M19,0,1,2,0
9828,LCL 2018 Spring,LoL Continental League,LCL,2018-02-11 19:00:00,Gambit Esports,Team Just,1,0,1,0
9829,LCL 2018 Spring,LoL Continental League,LCL,2018-02-17 14:00:00,Elements Pro Gaming,RoX (2014 CIS Team),0,1,2,0
9830,LCL 2018 Spring,LoL Continental League,LCL,2018-02-17 15:00:00,Vega Squadron,M19,0,1,2,0
9831,LCL 2018 Spring,LoL Continental League,LCL,2018-02-17 16:00:00,RoX (2014 CIS Team),Vaevictis eSports,1,0,1,0
9832,LCL 2018 Spring,LoL Continental League,LCL,2018-02-17 17:00:00,Gambit Esports,Vega Squadron,1,0,1,0
9833,LCL 2018 Spring,LoL Continental League,LCL,2018-02-17 18:00:00,Vaevictis eSports,Team Just,0,1,2,0
9834,LCL 2018 Spring,LoL Continental League,LCL,2018-02-17 19:00:00,Gambit Esports,Dragon Army,1,0,1,0
9835,LCL 2018 Spring,LoL Continental League,LCL,2018-02-18 14:00:00,Team Just,Vega Squadron,1,0,1,0
9836,LCL 2018 Spring,LoL Continental League,LCL,2018-02-18 15:00:00,RoX (2014 CIS Team),M19,1,0,1,0
9837,LCL 2018 Spring,LoL Continental League,LCL,2018-02-18 16:00:00,Elements Pro Gaming,Team Just,0,1,2,0
9838,LCL 2018 Spring,LoL Continental League,LCL,2018-02-18 17:00:00,M19,Dragon Army,1,0,1,0
9839,LCL 2018 Spring,LoL Continental League,LCL,2018-02-18 18:00:00,Gambit Esports,Elements Pro Gaming,1,0,1,0
9840,LCL 2018 Spring,LoL Continental League,LCL,2018-02-18 19:00:00,Vaevictis eSports,Dragon Army,0,1,2,0
9841,LCL 2018 Spring,LoL Continental League,LCL,2018-02-24 14:00:00,Dragon Army,Elements Pro Gaming,1,0,1,0
9842,LCL 2018 Spring,LoL Continental League,LCL,2018-02-24 15:00:00,RoX (2014 CIS Team),Vega Squadron,1,0,1,0
9843,LCL 2018 Spring,LoL Continental League,LCL,2018-02-24 16:00:00,M19,Elements Pro Gaming,1,0,1,0
9844,LCL 2018 Spring,LoL Continental League,LCL,2018-02-24 17:00:00,Vega Squadron,Vaevictis eSports,1,0,1,0
9845,LCL 2018 Spring,LoL Continental League,LCL,2018-02-24 18:00:00,Team Just,M19,1,0,1,0
9846,LCL 2018 Spring,LoL Continental League,LCL,2018-02-24 19:00:00,Vaevictis eSports,Gambit Esports,0,1,2,0
9847,LCL 2018 Spring,LoL Continental League,LCL,2018-02-25 14:00:00,Dragon Army,RoX (2014 CIS Team),0,1,2,0
9848,LCL 2018 Spring,LoL Continental League,LCL,2018-02-25 15:00:00,Elements Pro Gaming,Vega Squadron,1,0,1,0
9849,LCL 2018 Spring,LoL Continental League,LCL,2018-02-25 16:00:00,Gambit Esports,RoX (2014 CIS Team),1,0,1,0
9850,LCL 2018 Spring,LoL Continental League,LCL,2018-02-25 17:00:00,Dragon Army,Team Just,0,1,2,0
9851,LCL 2018 Spring,LoL Continental League,LCL,2018-02-25 18:00:00,M19,Vaevictis eSports,1,0,1,0
9852,LCL 2018 Spring,LoL Continental League,LCL,2018-02-25 19:00:00,Team Just,Gambit Esports,0,1,2,0
9853,LCL 2018 Spring,LoL Continental League,LCL,2018-03-03 14:00:00,Vega Squadron,Gambit Esports,0,1,2,0
9854,LCL 2018 Spring,LoL Continental League,LCL,2018-03-03 15:00:00,Team Just,Elements Pro Gaming,1,0,1,0
9855,LCL 2018 Spring,LoL Continental League,LCL,2018-03-03 16:00:00,Dragon Army,Gambit Esports,0,1,2,0
9856,LCL 2018 Spring,LoL Continental League,LCL,2018-03-03 17:00:00,M19,Vega Squadron,0,1,2,0
9857,LCL 2018 Spring,LoL Continental League,LCL,2018-03-03 18:00:00,Vaevictis eSports,RoX (2014 CIS Team),0,1,2,0
9858,LCL 2018 Spring,LoL Continental League,LCL,2018-03-03 19:00:00,Dragon Army,M19,0,1,2,0
9859,LCL 2018 Spring,LoL Continental League,LCL,2018-03-04 14:00:00,Gambit Esports,Vaevictis eSports,1,0,1,0
9860,LCL 2018 Spring,LoL Continental League,LCL,2018-03-04 15:00:00,Elements Pro Gaming,Dragon Army,1,0,1,0
9861,LCL 2018 Spring,LoL Continental League,LCL,2018-03-04 16:00:00,M19,RoX (2014 CIS Team),0,1,2,0
9862,LCL 2018 Spring,LoL Continental League,LCL,2018-03-04 17:00:00,Team Just,Vaevictis eSports,1,0,1,0
9863,LCL 2018 Spring,LoL Continental League,LCL,2018-03-04 18:00:00,RoX (2014 CIS Team),Elements Pro Gaming,1,0,1,0
9864,LCL 2018 Spring,LoL Continental League,LCL,2018-03-04 19:00:00,Vega Squadron,Team Just,1,0,1,0
9865,LCL 2018 Spring,LoL Continental League,LCL,2018-03-10 14:00:00,Vaevictis eSports,Elements Pro Gaming,0,1,2,0
9866,LCL 2018 Spring,LoL Continental League,LCL,2018-03-10 15:00:00,RoX (2014 CIS Team),Team Just,1,0,1,0
9867,LCL 2018 Spring,LoL Continental League,LCL,2018-03-10 16:00:00,M19,Gambit Esports,0,1,2,0
9868,LCL 2018 Spring,LoL Continental League,LCL,2018-03-10 17:00:00,Vega Squadron,Dragon Army,0,1,2,0
9869,LCL 2018 Spring,LoL Continental League,LCL,2018-03-11 13:00:00,M19,Team Just,1,0,1,0
9870,LCL 2018 Spring,LoL Continental League,LCL,2018-03-11 14:00:00,Dragon Army,Vaevictis eSports,1,0,1,0
9871,LCL 2018 Spring,LoL Continental League,LCL,2018-03-11 15:00:00,Elements Pro Gaming,Gambit Esports,1,0,1,0
9872,LCL 2018 Spring,LoL Continental League,LCL,2018-03-11 16:00:00,Vega Squadron,RoX (2014 CIS Team),0,1,2,0
9873,LCL 2018 Spring,LoL Continental League,LCL,2018-03-11 17:10:00,Dragon Army,Team Just,0,1,2,0
9874,LCL 2018 Spring,LoL Continental League,LCL,2018-03-11 18:20:00,Gambit Esports,RoX (2014 CIS Team),1,0,1,0
9875,LCL 2018 Spring Playoffs,LoL Continental League,LCL,2018-03-17 13:00:00,RoX (2014 CIS Team),M19,3,2,1,0
9876,LCL 2018 Spring Playoffs,LoL Continental League,LCL,2018-03-18 13:00:00,Gambit Esports,Team Just,3,1,1,0
9877,LCL 2018 Spring Playoffs,LoL Continental League,LCL,2018-03-25 13:00:00,M19,Team Just,2,3,2,0
9878,LCL 2018 Spring Playoffs,LoL Continental League,LCL,2018-04-01 13:00:00,RoX (2014 CIS Team),Gambit Esports,0,3,2,0
9879,LCL 2018 Spring Promotion,LoL Continental League,LCL,2017-08-26 13:00:00,RoX (2014 CIS Team),Elements Pro Gaming,3,1,1,0
9880,LCL 2018 Spring Promotion,LoL Continental League,LCL,2017-08-27 13:00:00,Natus Vincere.CIS,Tricksters,3,2,1,0
9881,LCL 2018 Summer,LoL Continental League,LCL,2018-07-21 13:00:00,RoX (2014 CIS Team),Gambit Esports,0,1,2,0
9882,LCL 2018 Summer,LoL Continental League,LCL,2018-07-21 14:00:00,Dragon Army,Team Just,1,0,1,0
9883,LCL 2018 Summer,LoL Continental League,LCL,2018-07-21 15:00:00,M19,Vega Squadron,1,0,1,0
9884,LCL 2018 Summer,LoL Continental League,LCL,2018-07-21 16:00:00,Vaevictis eSports,Dragon Army,0,1,2,0
9885,LCL 2018 Summer,LoL Continental League,LCL,2018-07-21 17:00:00,Elements Pro Gaming,Team Just,0,1,2,0
9886,LCL 2018 Summer,LoL Continental League,LCL,2018-07-21 18:00:00,M19,Vaevictis eSports,1,0,1,0
9887,LCL 2018 Summer,LoL Continental League,LCL,2018-07-22 13:00:00,Dragon Army,Elements Pro Gaming,0,1,2,0
9888,LCL 2018 Summer,LoL Continental League,LCL,2018-07-22 14:00:00,Vega Squadron,Vaevictis eSports,1,0,1,0
9889,LCL 2018 Summer,LoL Continental League,LCL,2018-07-22 15:00:00,Elements Pro Gaming,RoX (2014 CIS Team),0,1,2,0
9890,LCL 2018 Summer,LoL Continental League,LCL,2018-07-22 16:00:00,Vega Squadron,Gambit Esports,0,1,2,0
9891,LCL 2018 Summer,LoL Continental League,LCL,2018-07-22 17:00:00,Team Just,RoX (2014 CIS Team),0,1,2,0
9892,LCL 2018 Summer,LoL Continental League,LCL,2018-07-22 18:00:00,Gambit Esports,M19,0,1,2,0
9893,LCL 2018 Summer,LoL Continental League,LCL,2018-07-28 13:00:00,Elements Pro Gaming,Vega Squadron,0,1,2,0
9894,LCL 2018 Summer,LoL Continental League,LCL,2018-07-28 14:00:00,Dragon Army,RoX (2014 CIS Team),1,0,1,0
9895,LCL 2018 Summer,LoL Continental League,LCL,2018-07-28 15:00:00,Vega Squadron,Team Just,0,1,2,0
9896,LCL 2018 Summer,LoL Continental League,LCL,2018-07-28 16:00:00,Gambit Esports,Dragon Army,0,1,2,0
9897,LCL 2018 Summer,LoL Continental League,LCL,2018-07-28 17:00:00,Team Just,M19,1,0,1,0
9898,LCL 2018 Summer,LoL Continental League,LCL,2018-07-28 18:00:00,Gambit Esports,Vaevictis eSports,1,0,1,0
9899,LCL 2018 Summer,LoL Continental League,LCL,2018-07-29 13:00:00,M19,Dragon Army,1,0,1,0
9900,LCL 2018 Summer,LoL Continental League,LCL,2018-07-29 14:00:00,RoX (2014 CIS Team),Vega Squadron,1,0,1,0
9901,LCL 2018 Summer,LoL Continental League,LCL,2018-07-29 15:00:00,Elements Pro Gaming,M19,0,1,2,0
9902,LCL 2018 Summer,LoL Continental League,LCL,2018-07-29 16:00:00,RoX (2014 CIS Team),Vaevictis eSports,1,0,1,0
9903,LCL 2018 Summer,LoL Continental League,LCL,2018-07-29 17:00:00,Gambit Esports,Elements Pro Gaming,1,0,1,0
9904,LCL 2018 Summer,LoL Continental League,LCL,2018-07-29 18:00:00,Vaevictis eSports,Team Just,0,1,2,0
9905,LCL 2018 Summer,LoL Continental League,LCL,2018-08-04 13:00:00,Vaevictis eSports,Elements Pro Gaming,0,1,2,0
9906,LCL 2018 Summer,LoL Continental League,LCL,2018-08-04 14:00:00,Vega Squadron,Dragon Army,1,0,1,0
9907,LCL 2018 Summer,LoL Continental League,LCL,2018-08-04 15:00:00,RoX (2014 CIS Team),Elements Pro Gaming,1,0,1,0
9908,LCL 2018 Summer,LoL Continental League,LCL,2018-08-04 16:00:00,Team Just,Dragon Army,1,0,1,0
9909,LCL 2018 Summer,LoL Continental League,LCL,2018-08-04 17:00:00,M19,RoX (2014 CIS Team),1,0,1,0
9910,LCL 2018 Summer,LoL Continental League,LCL,2018-08-04 18:00:00,Team Just,Gambit Esports,1,0,1,0
9911,LCL 2018 Summer,LoL Continental League,LCL,2018-08-05 13:00:00,Vaevictis eSports,Vega Squadron,0,1,2,0
9912,LCL 2018 Summer,LoL Continental League,LCL,2018-08-05 14:00:00,Elements Pro Gaming,Dragon Army,0,1,2,0
9913,LCL 2018 Summer,LoL Continental League,LCL,2018-08-05 15:00:00,Gambit Esports,Vega Squadron,1,0,1,0
9914,LCL 2018 Summer,LoL Continental League,LCL,2018-08-05 16:00:00,Vaevictis eSports,M19,0,1,2,0
9915,LCL 2018 Summer,LoL Continental League,LCL,2018-08-05 17:00:00,RoX (2014 CIS Team),Team Just,1,0,1,0
9916,LCL 2018 Summer,LoL Continental League,LCL,2018-08-05 18:00:00,M19,Gambit Esports,0,1,2,0
9917,LCL 2018 Summer,LoL Continental League,LCL,2018-08-10 13:00:00,Dragon Army,Gambit Esports,1,0,1,0
9918,LCL 2018 Summer,LoL Continental League,LCL,2018-08-10 14:00:00,M19,Elements Pro Gaming,1,0,1,0
9919,LCL 2018 Summer,LoL Continental League,LCL,2018-08-10 15:00:00,Vaevictis eSports,Gambit Esports,1,0,1,0
9920,LCL 2018 Summer,LoL Continental League,LCL,2018-08-10 16:00:00,RoX (2014 CIS Team),Dragon Army,1,0,1,0
9921,LCL 2018 Summer,LoL Continental League,LCL,2018-08-10 17:00:00,Team Just,Vega Squadron,0,1,2,0
9922,LCL 2018 Summer,LoL Continental League,LCL,2018-08-10 18:00:00,Vaevictis eSports,RoX (2014 CIS Team),1,0,1,0
9923,LCL 2018 Summer,LoL Continental League,LCL,2018-08-11 13:00:00,Gambit Esports,Team Just,1,0,1,0
9924,LCL 2018 Summer,LoL Continental League,LCL,2018-08-11 14:00:00,Elements Pro Gaming,Vaevictis eSports,0,1,2,0
9925,LCL 2018 Summer,LoL Continental League,LCL,2018-08-11 15:00:00,Vega Squadron,RoX (2014 CIS Team),0,1,2,0
9926,LCL 2018 Summer,LoL Continental League,LCL,2018-08-11 16:00:00,M19,Team Just,0,1,2,0
9927,LCL 2018 Summer,LoL Continental League,LCL,2018-08-11 17:00:00,Vega Squadron,Elements Pro Gaming,1,0,1,0
9928,LCL 2018 Summer,LoL Continental League,LCL,2018-08-11 18:00:00,Dragon Army,M19,1,0,1,0
9929,LCL 2018 Summer,LoL Continental League,LCL,2018-08-18 13:00:00,Team Just,Elements Pro Gaming,1,0,1,0
9930,LCL 2018 Summer,LoL Continental League,LCL,2018-08-18 14:00:00,Vega Squadron,M19,0,1,2,0
9931,LCL 2018 Summer,LoL Continental League,LCL,2018-08-18 15:00:00,Gambit Esports,RoX (2014 CIS Team),1,0,1,0
9932,LCL 2018 Summer,LoL Continental League,LCL,2018-08-18 16:00:00,Dragon Army,Vaevictis eSports,1,0,1,0
9933,LCL 2018 Summer,LoL Continental League,LCL,2018-08-19 13:00:00,RoX (2014 CIS Team),M19,0,1,2,0
9934,LCL 2018 Summer,LoL Continental League,LCL,2018-08-19 14:00:00,Team Just,Vaevictis eSports,1,0,1,0
9935,LCL 2018 Summer,LoL Continental League,LCL,2018-08-19 15:00:00,Elements Pro Gaming,Gambit Esports,0,1,2,0
9936,LCL 2018 Summer,LoL Continental League,LCL,2018-08-19 16:00:00,Dragon Army,Vega Squadron,0,1,2,0
9937,LCL 2018 Summer,LoL Continental League,LCL,2018-08-19 17:00:00,Gambit Esports,Team Just,1,0,1,0
9938,LCL 2018 Summer,LoL Continental League,LCL,2018-08-19 18:00:00,Dragon Army,RoX (2014 CIS Team),1,0,1,0
9939,LCL 2018 Summer Playoffs,LoL Continental League,LCL,2018-08-25 12:00:00,M19,Dragon Army,1,3,2,0
9940,LCL 2018 Summer Playoffs,LoL Continental League,LCL,2018-08-26 13:00:00,Gambit Esports,Team Just,3,2,1,0
9941,LCL 2018 Summer Playoffs,LoL Continental League,LCL,2018-09-02 13:00:00,Gambit Esports,Dragon Army,3,1,1,0
9942,LCL 2018 Summer Promotion,LoL Continental League,LCL,2018-03-28 15:00:00,Elements Pro Gaming,The Largest Salary,3,0,1,0
9943,LCL 2018 Summer Promotion,LoL Continental League,LCL,2018-03-29 15:00:00,Vaevictis eSports,Comanche,3,0,1,0
9944,LCL 2019 Spring,LoL Continental League,LCL,2019-02-16 13:00:00,Gambit Esports,Dragon Army,1,0,1,0
9945,LCL 2019 Spring,LoL Continental League,LCL,2019-02-16 14:00:00,Team Just,M19,1,0,1,0
9946,LCL 2019 Spring,LoL Continental League,LCL,2019-02-16 15:00:00,RoX (2014 CIS Team),Vaevictis eSports,1,0,1,0
9947,LCL 2019 Spring,LoL Continental League,LCL,2019-02-16 16:00:00,Vega Squadron,Team Just,1,0,1,0
9948,LCL 2019 Spring,LoL Continental League,LCL,2019-02-16 17:00:00,Elements Pro Gaming,M19,1,0,1,0
9949,LCL 2019 Spring,LoL Continental League,LCL,2019-02-16 18:00:00,RoX (2014 CIS Team),Vega Squadron,1,0,1,0
9950,LCL 2019 Spring,LoL Continental League,LCL,2019-02-17 13:00:00,Team Just,Elements Pro Gaming,0,1,2,0
9951,LCL 2019 Spring,LoL Continental League,LCL,2019-02-17 14:00:00,Vaevictis eSports,Vega Squadron,0,1,2,0
9952,LCL 2019 Spring,LoL Continental League,LCL,2019-02-17 15:00:00,Elements Pro Gaming,Gambit Esports,1,0,1,0
9953,LCL 2019 Spring,LoL Continental League,LCL,2019-02-17 16:00:00,Vaevictis eSports,Dragon Army,0,1,2,0
9954,LCL 2019 Spring,LoL Continental League,LCL,2019-02-17 17:00:00,M19,Gambit Esports,0,1,2,0
9955,LCL 2019 Spring,LoL Continental League,LCL,2019-02-17 18:00:00,Dragon Army,RoX (2014 CIS Team),1,0,1,0
9956,LCL 2019 Spring,LoL Continental League,LCL,2019-02-23 13:00:00,Elements Pro Gaming,Vaevictis eSports,1,0,1,0
9957,LCL 2019 Spring,LoL Continental League,LCL,2019-02-23 14:00:00,Team Just,Gambit Esports,0,1,2,0
9958,LCL 2019 Spring,LoL Continental League,LCL,2019-02-23 15:00:00,Vaevictis eSports,M19,0,1,2,0
9959,LCL 2019 Spring,LoL Continental League,LCL,2019-02-23 16:00:00,Dragon Army,Team Just,1,0,1,0
9960,LCL 2019 Spring,LoL Continental League,LCL,2019-02-23 17:00:00,M19,RoX (2014 CIS Team),1,0,1,0
9961,LCL 2019 Spring,LoL Continental League,LCL,2019-02-23 18:00:00,Dragon Army,Vega Squadron,0,1,2,0
9962,LCL 2019 Spring,LoL Continental League,LCL,2019-02-24 13:00:00,RoX (2014 CIS Team),Team Just,1,0,1,0
9963,LCL 2019 Spring,LoL Continental League,LCL,2019-02-24 14:00:00,Gambit Esports,Vaevictis eSports,1,0,1,0
9964,LCL 2019 Spring,LoL Continental League,LCL,2019-02-24 15:00:00,Elements Pro Gaming,RoX (2014 CIS Team),1,0,1,0
9965,LCL 2019 Spring,LoL Continental League,LCL,2019-02-24 16:00:00,Gambit Esports,Vega Squadron,0,1,2,0
9966,LCL 2019 Spring,LoL Continental League,LCL,2019-02-24 17:00:00,Dragon Army,Elements Pro Gaming,0,1,2,0
9967,LCL 2019 Spring,LoL Continental League,LCL,2019-02-24 18:00:00,Vega Squadron,M19,1,0,1,0
9968,LCL 2019 Spring,LoL Continental League,LCL,2019-03-02 13:00:00,Vega Squadron,Elements Pro Gaming,0,1,2,0
9969,LCL 2019 Spring,LoL Continental League,LCL,2019-03-02 14:00:00,Vaevictis eSports,Team Just,0,1,2,0
9970,LCL 2019 Spring,LoL Continental League,LCL,2019-03-02 15:00:00,Gambit Esports,Elements Pro Gaming,1,0,1,0
9971,LCL 2019 Spring,LoL Continental League,LCL,2019-03-02 16:00:00,M19,Team Just,1,0,1,0
9972,LCL 2019 Spring,LoL Continental League,LCL,2019-03-02 17:00:00,RoX (2014 CIS Team),Gambit Esports,0,1,2,0
9973,LCL 2019 Spring,LoL Continental League,LCL,2019-03-02 18:00:00,M19,Dragon Army,0,1,2,0
9974,LCL 2019 Spring,LoL Continental League,LCL,2019-03-03 13:00:00,Vega Squadron,Vaevictis eSports,1,0,1,0
9975,LCL 2019 Spring,LoL Continental League,LCL,2019-03-03 14:00:00,Elements Pro Gaming,Team Just,1,0,1,0
9976,LCL 2019 Spring,LoL Continental League,LCL,2019-03-03 15:00:00,Dragon Army,Vaevictis eSports,1,0,1,0
9977,LCL 2019 Spring,LoL Continental League,LCL,2019-03-03 16:00:00,Vega Squadron,RoX (2014 CIS Team),1,0,1,0
9978,LCL 2019 Spring,LoL Continental League,LCL,2019-03-03 17:00:00,Gambit Esports,M19,1,0,1,0
9979,LCL 2019 Spring,LoL Continental League,LCL,2019-03-03 18:00:00,RoX (2014 CIS Team),Dragon Army,0,1,2,0
9980,LCL 2019 Spring,LoL Continental League,LCL,2019-03-16 13:00:00,Team Just,Dragon Army,1,0,1,0
9981,LCL 2019 Spring,LoL Continental League,LCL,2019-03-16 14:00:00,RoX (2014 CIS Team),Elements Pro Gaming,0,1,2,0
9982,LCL 2019 Spring,LoL Continental League,LCL,2019-03-16 15:00:00,Vega Squadron,Dragon Army,1,0,1,0
9983,LCL 2019 Spring,LoL Continental League,LCL,2019-03-16 16:00:00,Gambit Esports,Team Just,1,0,1,0
9984,LCL 2019 Spring,LoL Continental League,LCL,2019-03-16 17:00:00,M19,Vaevictis eSports,1,0,1,0
9985,LCL 2019 Spring,LoL Continental League,LCL,2019-03-16 18:00:00,Vega Squadron,Gambit Esports,0,1,2,0
9986,LCL 2019 Spring,LoL Continental League,LCL,2019-03-17 13:00:00,Dragon Army,M19,0,1,2,0
9987,LCL 2019 Spring,LoL Continental League,LCL,2019-03-17 14:00:00,Elements Pro Gaming,Vega Squadron,0,1,2,0
9988,LCL 2019 Spring,LoL Continental League,LCL,2019-03-17 15:00:00,Vaevictis eSports,Gambit Esports,0,1,2,0
9989,LCL 2019 Spring,LoL Continental League,LCL,2019-03-17 16:00:00,RoX (2014 CIS Team),M19,0,1,2,0
9990,LCL 2019 Spring,LoL Continental League,LCL,2019-03-17 17:00:00,Vaevictis eSports,Elements Pro Gaming,0,1,2,0
9991,LCL 2019 Spring,LoL Continental League,LCL,2019-03-17 18:00:00,Team Just,RoX (2014 CIS Team),0,1,2,0
9992,LCL 2019 Spring,LoL Continental League,LCL,2019-03-23 13:00:00,M19,Elements Pro Gaming,0,1,2,0
9993,LCL 2019 Spring,LoL Continental League,LCL,2019-03-23 14:00:00,Vaevictis eSports,RoX (2014 CIS Team),0,1,2,0
9994,LCL 2019 Spring,LoL Continental League,LCL,2019-03-23 15:00:00,Dragon Army,Gambit Esports,0,1,2,0
9995,LCL 2019 Spring,LoL Continental League,LCL,2019-03-23 16:00:00,Team Just,Vega Squadron,0,1,2,0
9996,LCL 2019 Spring,LoL Continental League,LCL,2019-03-24 13:00:00,Gambit Esports,RoX (2014 CIS Team),1,0,1,0
9997,LCL 2019 Spring,LoL Continental League,LCL,2019-03-24 14:00:00,M19,Vega Squadron,1,0,1,0
9998,LCL 2019 Spring,LoL Continental League,LCL,2019-03-24 15:00:00,Elements Pro Gaming,Dragon Army,1,0,1,0
9999,LCL 2019 Spring,LoL Continental League,LCL,2019-03-24 16:00:00,Team Just,Vaevictis eSports,1,0,1,0
10000,LCL 2019 Spring,LoL Continental League,LCL,2019-03-24 17:00:00,Elements Pro Gaming,Gambit Esports,1,0,1,0
10001,LCL 2019 Spring Playoffs,LoL Continental League,LCL,2019-03-30 13:00:00,Elements Pro Gaming,M19,3,0,1,0
10002,LCL 2019 Spring Playoffs,LoL Continental League,LCL,2019-03-31 13:00:00,Gambit Esports,Vega Squadron,0,3,2,0
10003,LCL 2019 Spring Playoffs,LoL Continental League,LCL,2019-04-14 13:00:00,Elements Pro Gaming,Vega Squadron,1,3,2,0
10004,LCL 2019 Spring Promotion,LoL Continental League,LCL,2018-08-29 15:00:00,Elements Pro Gaming,CrowCrowd,3,1,1,0
10005,LCL 2019 Spring Promotion,LoL Continental League,LCL,2018-08-30 15:00:00,Vaevictis eSports,PlaPro.c58,3,0,1,0
