,Tournament,League,League_short,Date,Team1,Team2,Team1Score,Team2Score,Winner
13261,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-05 08:00:00,CTBC Flying Oyster,PSG Talon,0,1,2
5147,LCK 2022 Spring,LoL Champions Korea,LCK,2022-03-05 08:00:00,Kwangdong Freecs,Gen.G,1,2,2
13262,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-05 09:00:00,Frank Esports,PSG Talon,0,1,2
7750,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-05 09:00:00,Anyone's Legend,Invictus Gaming,2,0,1
14068,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-03-05 10:00:00,Team Secret (Vietnamese Team),Luxury Esports,2,0,1
13263,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-05 10:00:00,SEM9,Hurricane Gaming,0,1,2
13264,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-05 11:00:00,Impunity,Meta Falcon Team,0,1,2
15778,TCL 2022 Winter,Turkish Championship League,TCL,2022-03-05 11:00:00,Istanbul Wildcats,Fenerbahçe Esports,1,0,1
5148,LCK 2022 Spring,LoL Champions Korea,LCK,2022-03-05 11:00:00,Fredit BRION,Nongshim RedForce,2,1,1
7751,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-05 11:00:00,EDward Gaming,Royal Never Give Up,1,2,2
13265,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-05 12:00:00,CTBC Flying Oyster,J Team,0,1,2
15779,TCL 2022 Winter,Turkish Championship League,TCL,2022-03-05 12:00:00,Galakticos,Dark Passage,0,1,2
13266,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-05 13:00:00,Beyond Gaming,Deep Cross Gaming,0,1,2
15780,TCL 2022 Winter,Turkish Championship League,TCL,2022-03-05 13:00:00,NASR eSports Turkey,Beşiktaş Esports,1,0,1
14069,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-03-05 13:00:00,Team Flash.Vietnam,SBTC Esports,1,2,2
15781,TCL 2022 Winter,Turkish Championship League,TCL,2022-03-05 14:00:00,Team AURORA,5 Ronin,0,1,2
15782,TCL 2022 Winter,Turkish Championship League,TCL,2022-03-05 15:00:00,SuperMassive Blaze,Galatasaray Esports,0,1,2
3651,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-03-05 16:00:00,SK Gaming,Excel Esports,0,1,2
9236,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-03-05 16:00:00,FURIA,paiN Gaming,1,0,1
3652,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-03-05 17:00:00,MAD Lions,Astralis,1,0,1
9237,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-03-05 17:00:00,LOUD,Liberty,1,0,1
3653,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-03-05 18:00:00,Team BDS,Rogue (European Team),0,1,2
9238,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-03-05 18:00:00,Flamengo Esports,INTZ,1,0,1
3654,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-03-05 19:00:00,Misfits Gaming,Fnatic,1,0,1
9239,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-03-05 19:00:00,Netshoes Miners,Rensga Esports,1,0,1
3655,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-03-05 20:00:00,Team Vitality,G2 Esports,0,1,2
11918,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-03-05 20:00:00,Team Aze,Globant Emerald,1,0,1
11919,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-03-05 21:00:00,Rainbow7,Estral Esports,1,0,1
2647,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-03-05 21:30:00,Immortals,Evil Geniuses.NA,0,1,2
11920,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-03-05 22:00:00,INFINITY,XTEN Esports,0,1,2
2648,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-03-05 22:30:00,TSM,FlyQuest,0,1,2
11921,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-03-05 23:00:00,Isurus,All Knights,1,0,1
2649,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-03-05 23:30:00,Team Liquid,100 Thieves,1,0,1
2650,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-03-06 00:30:00,Golden Guardians,Cloud9,0,1,2
2651,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-03-06 01:30:00,Dignitas,Counter Logic Gaming,1,0,1
7752,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-06 07:00:00,Victory Five,Ultra Prime,2,0,1
5149,LCK 2022 Spring,LoL Champions Korea,LCK,2022-03-06 08:00:00,Liiv SANDBOX,DRX,0,2,2
13267,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-06 08:00:00,Deep Cross Gaming,PSG Talon,0,1,2
11116,LJL 2022 Spring,LoL Japan League,LJL,2022-03-06 09:00:00,V3 Esports,Burning Core,0,1,2
13268,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-06 09:00:00,CTBC Flying Oyster,Deep Cross Gaming,0,1,2
7753,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-06 09:00:00,Oh My God,Rare Atom,2,1,1
13269,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-06 10:00:00,J Team,Beyond Gaming,1,0,1
11117,LJL 2022 Spring,LoL Japan League,LJL,2022-03-06 10:00:00,AXIZ,Fukuoka SoftBank HAWKS gaming,0,1,2
14070,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-03-06 10:00:00,Burst The Sky Esports,GAM Esports,0,2,2
15783,TCL 2022 Winter,Turkish Championship League,TCL,2022-03-06 11:00:00,Team AURORA,Istanbul Wildcats,0,1,2
7754,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-06 11:00:00,Top Esports,LNG Esports,2,1,1
5150,LCK 2022 Spring,LoL Champions Korea,LCK,2022-03-06 11:00:00,T1,KT Rolster,2,0,1
11118,LJL 2022 Spring,LoL Japan League,LJL,2022-03-06 11:00:00,Crest Gaming Act,Sengoku Gaming,1,0,1
13270,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-06 11:00:00,SEM9,Impunity,0,1,2
13271,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-06 12:00:00,PSG Talon,Meta Falcon Team,1,0,1
11119,LJL 2022 Spring,LoL Japan League,LJL,2022-03-06 12:00:00,DetonatioN FocusMe,Rascal Jester,0,1,2
15784,TCL 2022 Winter,Turkish Championship League,TCL,2022-03-06 12:00:00,Galatasaray Esports,Fenerbahçe Esports,1,0,1
14071,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-03-06 13:00:00,CERBERUS Esports (Vietnamese Team),Saigon Buffalo,1,2,2
13272,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-06 13:00:00,Frank Esports,Hurricane Gaming,1,0,1
15785,TCL 2022 Winter,Turkish Championship League,TCL,2022-03-06 13:00:00,SuperMassive Blaze,Dark Passage,1,0,1
15786,TCL 2022 Winter,Turkish Championship League,TCL,2022-03-06 14:00:00,Beşiktaş Esports,5 Ronin,0,1,2
15787,TCL 2022 Winter,Turkish Championship League,TCL,2022-03-06 15:00:00,NASR eSports Turkey,Galakticos,1,0,1
9240,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-03-06 16:00:00,INTZ,LOUD,0,1,2
3656,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-03-06 16:00:00,SK Gaming,Misfits Gaming,1,0,1
9241,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-03-06 17:00:00,paiN Gaming,Flamengo Esports,1,0,1
3657,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-03-06 17:00:00,Team Vitality,Astralis,1,0,1
9242,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-03-06 18:00:00,RED Canids,Netshoes Miners,1,0,1
3658,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-03-06 18:00:00,Team BDS,MAD Lions,0,1,2
9243,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-03-06 19:00:00,Liberty,KaBuM! Esports,0,1,2
3659,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-03-06 19:00:00,Fnatic,Excel Esports,1,0,1
3660,LEC 2022 Spring,LoL EMEA Championship,LEC,2022-03-06 20:00:00,Rogue (European Team),G2 Esports,1,0,1
9244,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-03-06 20:00:00,Rensga Esports,FURIA,1,0,1
11922,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-03-06 20:00:00,Estral Esports,Team Aze,0,1,2
2652,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-03-06 20:30:00,Immortals,Team Liquid,0,1,2
11923,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-03-06 21:00:00,Isurus,Rainbow7,0,1,2
2653,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-03-06 21:30:00,Counter Logic Gaming,100 Thieves,0,1,2
11924,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-03-06 22:00:00,INFINITY,All Knights,1,0,1
2654,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-03-06 22:30:00,Evil Geniuses.NA,Cloud9,0,1,2
11925,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-03-06 23:00:00,XTEN Esports,Globant Emerald,0,1,2
2655,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-03-06 23:30:00,FlyQuest,Dignitas,1,0,1
2656,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-03-07 00:30:00,TSM,Golden Guardians,1,0,1
7755,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-07 09:00:00,FunPlus Phoenix,Team WE,2,1,1
7756,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-07 11:00:00,Anyone's Legend,EDward Gaming,2,1,1
7757,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-08 09:00:00,JD Gaming,LNG Esports,2,0,1
7758,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-08 11:00:00,Victory Five,Bilibili Gaming,2,1,1
5151,LCK 2022 Spring,LoL Champions Korea,LCK,2022-03-09 08:00:00,DRX,Nongshim RedForce,2,0,1
7759,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-09 09:00:00,Ultra Prime,ThunderTalk Gaming,2,1,1
11120,LJL 2022 Spring,LoL Japan League,LJL,2022-03-09 09:00:00,Burning Core,Rascal Jester,0,1,2
11121,LJL 2022 Spring,LoL Japan League,LJL,2022-03-09 10:00:00,V3 Esports,Crest Gaming Act,0,1,2
7760,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-09 11:00:00,Royal Never Give Up,LGD Gaming,2,0,1
5152,LCK 2022 Spring,LoL Champions Korea,LCK,2022-03-09 11:00:00,Gen.G,DWG KIA,2,1,1
11122,LJL 2022 Spring,LoL Japan League,LJL,2022-03-09 11:00:00,AXIZ,DetonatioN FocusMe,0,1,2
11123,LJL 2022 Spring,LoL Japan League,LJL,2022-03-09 12:00:00,Fukuoka SoftBank HAWKS gaming,Sengoku Gaming,0,1,2
5153,LCK 2022 Spring,LoL Champions Korea,LCK,2022-03-10 08:00:00,Hanwha Life Esports,KT Rolster,0,2,2
7761,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-10 11:00:00,Invictus Gaming,Team WE,1,2,2
5154,LCK 2022 Spring,LoL Champions Korea,LCK,2022-03-10 11:00:00,Fredit BRION,Liiv SANDBOX,2,0,1
9245,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-03-10 20:00:00,KaBuM! Esports,RED Canids,1,0,1
7762,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-11 07:00:00,ThunderTalk Gaming,JD Gaming,0,2,2
5155,LCK 2022 Spring,LoL Champions Korea,LCK,2022-03-11 08:00:00,Kwangdong Freecs,T1,1,2,2
13273,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-11 09:00:00,Impunity,Deep Cross Gaming,0,1,2
11124,LJL 2022 Spring,LoL Japan League,LJL,2022-03-11 09:00:00,Crest Gaming Act,AXIZ,0,1,2
7763,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-11 09:00:00,Rare Atom,Ultra Prime,2,0,1
13274,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-11 10:00:00,Hurricane Gaming,CTBC Flying Oyster,0,1,2
11125,LJL 2022 Spring,LoL Japan League,LJL,2022-03-11 10:00:00,DetonatioN FocusMe,Fukuoka SoftBank HAWKS gaming,1,0,1
5156,LCK 2022 Spring,LoL Champions Korea,LCK,2022-03-11 11:00:00,DWG KIA,Nongshim RedForce,2,0,1
13275,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-11 11:00:00,Beyond Gaming,Frank Esports,1,0,1
11126,LJL 2022 Spring,LoL Japan League,LJL,2022-03-11 11:00:00,Sengoku Gaming,Burning Core,1,0,1
7764,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-11 11:00:00,Top Esports,Weibo Gaming,2,0,1
11127,LJL 2022 Spring,LoL Japan League,LJL,2022-03-11 12:00:00,Rascal Jester,V3 Esports,1,0,1
13276,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-11 12:00:00,Meta Falcon Team,SEM9,1,0,1
13277,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-11 13:00:00,PSG Talon,J Team,1,0,1
5157,LCK 2022 Spring,LoL Champions Korea,LCK,2022-03-12 08:00:00,Liiv SANDBOX,KT Rolster,0,2,2
13278,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-12 09:00:00,SEM9,Frank Esports,0,1,2
7765,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-12 09:00:00,LGD Gaming,LNG Esports,1,2,2
13279,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-12 10:00:00,PSG Talon,Deep Cross Gaming,1,0,1
15788,TCL 2022 Winter,Turkish Championship League,TCL,2022-03-12 11:00:00,SuperMassive Blaze,Galakticos,1,0,1
5158,LCK 2022 Spring,LoL Champions Korea,LCK,2022-03-12 11:00:00,Hanwha Life Esports,Gen.G,0,2,2
7766,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-12 11:00:00,Bilibili Gaming,EDward Gaming,1,2,2
13280,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-12 11:00:00,Hurricane Gaming,Impunity,0,1,2
13281,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-12 12:00:00,Meta Falcon Team,J Team,0,1,2
15789,TCL 2022 Winter,Turkish Championship League,TCL,2022-03-12 12:00:00,Team AURORA,Galatasaray Esports,0,1,2
13282,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-12 13:00:00,Beyond Gaming,CTBC Flying Oyster,1,0,1
15790,TCL 2022 Winter,Turkish Championship League,TCL,2022-03-12 13:00:00,Istanbul Wildcats,Beşiktaş Esports,1,0,1
15791,TCL 2022 Winter,Turkish Championship League,TCL,2022-03-12 14:00:00,NASR eSports Turkey,5 Ronin,1,0,1
15792,TCL 2022 Winter,Turkish Championship League,TCL,2022-03-12 15:00:00,Dark Passage,Fenerbahçe Esports,0,1,2
9246,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-03-12 16:00:00,Netshoes Miners,Liberty,1,0,1
9247,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-03-12 17:00:00,Flamengo Esports,Rensga Esports,0,1,2
9248,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-03-12 18:00:00,LOUD,KaBuM! Esports,0,1,2
9249,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-03-12 19:00:00,FURIA,RED Canids,1,0,1
9250,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-03-12 20:00:00,INTZ,paiN Gaming,0,1,2
11926,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-03-12 20:00:00,Isurus,Team Aze,0,1,2
11927,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-03-12 21:00:00,Estral Esports,Globant Emerald,1,0,1
2657,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-03-12 21:30:00,Golden Guardians,100 Thieves,0,1,2
11928,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-03-12 22:00:00,All Knights,XTEN Esports,1,0,1
2658,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-03-12 22:30:00,FlyQuest,Counter Logic Gaming,0,1,2
11929,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-03-12 23:00:00,Rainbow7,INFINITY,1,0,1
2659,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-03-12 23:30:00,Team Liquid,Evil Geniuses.NA,1,0,1
2660,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-03-13 00:30:00,Immortals,Cloud9,0,1,2
2661,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-03-13 01:30:00,TSM,Dignitas,0,1,2
7767,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-13 07:00:00,Weibo Gaming,Rare Atom,0,2,2
5159,LCK 2022 Spring,LoL Champions Korea,LCK,2022-03-13 08:00:00,T1,Fredit BRION,2,0,1
13283,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-13 09:00:00,PSG Talon,CTBC Flying Oyster,0,1,2
7768,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-13 09:00:00,Invictus Gaming,Top Esports,2,1,1
11128,LJL 2022 Spring,LoL Japan League,LJL,2022-03-13 09:00:00,Burning Core,Fukuoka SoftBank HAWKS gaming,0,1,2
13284,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-13 10:00:00,SEM9,J Team,0,1,2
11129,LJL 2022 Spring,LoL Japan League,LJL,2022-03-13 10:00:00,AXIZ,Rascal Jester,0,1,2
7769,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-13 11:00:00,Team WE,Royal Never Give Up,2,0,1
5160,LCK 2022 Spring,LoL Champions Korea,LCK,2022-03-13 11:00:00,DRX,Kwangdong Freecs,2,1,1
15793,TCL 2022 Winter,Turkish Championship League,TCL,2022-03-13 11:00:00,Galatasaray Esports,Beşiktaş Esports,1,0,1
11130,LJL 2022 Spring,LoL Japan League,LJL,2022-03-13 11:00:00,V3 Esports,Sengoku Gaming,0,1,2
13285,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-13 11:00:00,Meta Falcon Team,Frank Esports,1,0,1
13286,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-13 12:00:00,Hurricane Gaming,Deep Cross Gaming,0,1,2
11131,LJL 2022 Spring,LoL Japan League,LJL,2022-03-13 12:00:00,DetonatioN FocusMe,Crest Gaming Act,1,0,1
15794,TCL 2022 Winter,Turkish Championship League,TCL,2022-03-13 12:00:00,Galakticos,Fenerbahçe Esports,0,1,2
15795,TCL 2022 Winter,Turkish Championship League,TCL,2022-03-13 13:00:00,SuperMassive Blaze,NASR eSports Turkey,1,0,1
13287,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-13 13:00:00,Beyond Gaming,Impunity,1,0,1
15796,TCL 2022 Winter,Turkish Championship League,TCL,2022-03-13 14:00:00,Team AURORA,Dark Passage,1,0,1
15797,TCL 2022 Winter,Turkish Championship League,TCL,2022-03-13 15:00:00,Istanbul Wildcats,5 Ronin,0,1,2
9251,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-03-13 16:00:00,KaBuM! Esports,Netshoes Miners,0,1,2
9252,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-03-13 17:00:00,Rensga Esports,INTZ,1,0,1
9253,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-03-13 18:00:00,RED Canids,Flamengo Esports,0,1,2
9254,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-03-13 19:00:00,paiN Gaming,LOUD,1,0,1
2662,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-03-13 19:30:00,Team Liquid,Cloud9,0,1,2
11930,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-03-13 20:00:00,All Knights,Globant Emerald,0,1,2
9255,CBLOL 2022 Split 1,Circuit Brazilian League of Legends,CBLOL,2022-03-13 20:00:00,Liberty,FURIA,1,0,1
2663,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-03-13 20:30:00,FlyQuest,100 Thieves,0,1,2
11931,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-03-13 21:00:00,Rainbow7,XTEN Esports,1,0,1
2664,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-03-13 21:30:00,TSM,Evil Geniuses.NA,0,1,2
11932,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-03-13 22:00:00,Isurus,Estral Esports,1,0,1
2665,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-03-13 22:30:00,Immortals,Dignitas,0,1,2
11933,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-03-13 23:00:00,INFINITY,Team Aze,0,1,2
2666,LCS 2022 Spring,League of Legends Championship Series,LCS,2022-03-13 23:30:00,Golden Guardians,Counter Logic Gaming,0,1,2
11934,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-03-14 00:00:00,Globant Emerald,All Knights,0,1,2
11935,LLA 2022 Opening,Liga Latinoamerica,LLA,2022-03-14 01:00:00,INFINITY,Team Aze,0,1,2
11132,LJL 2022 Spring,LoL Japan League,LJL,2022-03-14 09:00:00,Fukuoka SoftBank HAWKS gaming,Rascal Jester,0,1,2
7770,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-14 09:00:00,Victory Five,ThunderTalk Gaming,2,0,1
11133,LJL 2022 Spring,LoL Japan League,LJL,2022-03-14 10:00:00,Burning Core,Crest Gaming Act,1,0,1
7771,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-14 11:00:00,Bilibili Gaming,Ultra Prime,2,1,1
11134,LJL 2022 Spring,LoL Japan League,LJL,2022-03-14 11:00:00,V3 Esports,AXIZ,0,1,2
11135,LJL 2022 Spring,LoL Japan League,LJL,2022-03-14 12:00:00,DetonatioN FocusMe,Sengoku Gaming,1,0,1
7772,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-15 09:00:00,FunPlus Phoenix,Invictus Gaming,2,0,1
7773,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-15 11:00:00,EDward Gaming,LNG Esports,0,2,2
5161,LCK 2022 Spring,LoL Champions Korea,LCK,2022-03-16 08:00:00,Nongshim RedForce,KT Rolster,1,2,2
11136,LJL 2022 Spring,LoL Japan League,LJL,2022-03-16 09:00:00,Rascal Jester,DetonatioN FocusMe,1,0,1
11137,LJL 2022 Spring,LoL Japan League,LJL,2022-03-16 10:00:00,Fukuoka SoftBank HAWKS gaming,AXIZ,1,0,1
7774,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-16 11:00:00,Top Esports,Anyone's Legend,2,0,1
5162,LCK 2022 Spring,LoL Champions Korea,LCK,2022-03-16 11:00:00,Gen.G,Fredit BRION,2,0,1
11138,LJL 2022 Spring,LoL Japan League,LJL,2022-03-16 11:00:00,Sengoku Gaming,Crest Gaming Act,1,0,1
11139,LJL 2022 Spring,LoL Japan League,LJL,2022-03-16 12:00:00,Burning Core,V3 Esports,1,0,1
5163,LCK 2022 Spring,LoL Champions Korea,LCK,2022-03-17 08:00:00,DRX,DWG KIA,0,2,2
7775,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-17 09:00:00,Rare Atom,JD Gaming,0,2,2
13288,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-17 09:00:00,Hurricane Gaming,J Team,0,1,2
13289,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-17 10:00:00,Meta Falcon Team,CTBC Flying Oyster,0,1,2
14072,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-03-17 10:00:00,Team Flash.Vietnam,Team Secret (Vietnamese Team),0,2,2
13290,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-17 11:00:00,Frank Esports,Deep Cross Gaming,1,0,1
5164,LCK 2022 Spring,LoL Champions Korea,LCK,2022-03-17 11:00:00,Kwangdong Freecs,Hanwha Life Esports,2,1,1
7776,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-17 11:00:00,Team WE,ThunderTalk Gaming,1,2,2
13291,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-17 12:00:00,Beyond Gaming,SEM9,1,0,1
13292,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-17 13:00:00,PSG Talon,Impunity,1,0,1
14073,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-03-17 13:00:00,CERBERUS Esports (Vietnamese Team),Luxury Esports,2,0,1
5165,LCK 2022 Spring,LoL Champions Korea,LCK,2022-03-18 08:00:00,T1,Liiv SANDBOX,2,1,1
7777,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-18 09:00:00,Top Esports,LGD Gaming,2,0,1
13293,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-18 09:00:00,Meta Falcon Team,Hurricane Gaming,1,0,1
11140,LJL 2022 Spring,LoL Japan League,LJL,2022-03-18 09:00:00,AXIZ,Sengoku Gaming,0,1,2
11141,LJL 2022 Spring,LoL Japan League,LJL,2022-03-18 10:00:00,DetonatioN FocusMe,Burning Core,1,0,1
14074,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-03-18 10:00:00,Burst The Sky Esports,Saigon Buffalo,1,2,2
13294,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-18 10:00:00,Frank Esports,Impunity,0,1,2
11142,LJL 2022 Spring,LoL Japan League,LJL,2022-03-18 11:00:00,Crest Gaming Act,Rascal Jester,0,1,2
7778,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-18 11:00:00,Weibo Gaming,Invictus Gaming,2,0,1
13295,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-18 11:00:00,Deep Cross Gaming,J Team,0,1,2
5166,LCK 2022 Spring,LoL Champions Korea,LCK,2022-03-18 11:00:00,KT Rolster,Gen.G,1,2,2
11143,LJL 2022 Spring,LoL Japan League,LJL,2022-03-18 12:00:00,V3 Esports,Fukuoka SoftBank HAWKS gaming,0,1,2
13296,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-18 12:00:00,SEM9,CTBC Flying Oyster,0,1,2
14075,VCS 2022 Spring,Vietnam Championship Series,VCS,2022-03-18 13:00:00,GAM Esports,SBTC Esports,2,1,1
13297,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-18 13:00:00,PSG Talon,Beyond Gaming,1,0,1
11936,LLA 2022 Opening Playoffs,Liga Latinoamerica,LLA,2022-03-18 20:00:00,XTEN Esports,Isurus,1,3,2
7779,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-19 07:00:00,Royal Never Give Up,Ultra Prime,2,0,1
5167,LCK 2022 Spring,LoL Champions Korea,LCK,2022-03-19 08:00:00,Nongshim RedForce,Hanwha Life Esports,2,0,1
7780,LPL 2022 Spring,Tencent LoL Pro League,LPL,2022-03-19 09:00:00,EDward Gaming,Rare Atom,2,0,1
13298,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-19 09:00:00,Impunity,J Team,0,1,2
13299,PCS 2022 Spring,Pacific Championship Series,PCS,2022-03-19 10:00:00,SEM9,Deep Cross Gaming,0,1,2
