,Tournament,League,Date,Gamelength,Team1,Team2,Team1Score,Team2Score,WinTeam,Year
15881,CBLOL 2022 Split 1,CBLOL,2022-01-22 16:30:00,38:40,LOUD,FURIA,1,0,LOUD,2022
4255,LEC 2022 Spring,LEC,2022-01-22 16:58:00,32:07,MAD Lions,Astralis,1,0,MAD Lions,2022
15882,CBLOL 2022 Split 1,CBLOL,2022-01-22 17:49:00,35:52,Netshoes Miners,Flamengo Esports,1,0,Netshoes Miners,2022
4256,LEC 2022 Spring,LEC,2022-01-22 17:54:00,28:20,Team BDS,Rogue (European Team),0,1,Rogue (European Team),2022
15883,CBLOL 2022 Split 1,CBLOL,2022-01-22 18:52:00,26:27,KaBuM! Esports,INTZ,1,0,KaBuM! Esports,2022
4257,LEC 2022 Spring,LEC,2022-01-22 19:02:00,23:40,Fnatic,Misfits Gaming,1,0,Fnatic,2022
15884,CBLOL 2022 Split 1,CBLOL,2022-01-22 19:49:00,38:56,Rensga Esports,RED Canids,0,1,RED Canids,2022
4258,LEC 2022 Spring,LEC,2022-01-22 19:50:00,29:54,G2 Esports,Team Vitality,0,1,Team Vitality,2022
3165,LCS 2022 Lock In,LCS,2022-01-22 21:41:00,36:51,100 Thieves,Dignitas,0,1,Dignitas,2022
3166,LCS 2022 Lock In,LCS,2022-01-22 22:40:00,28:14,Dignitas,100 Thieves,2,0,Dignitas,2022
3167,LCS 2022 Lock In,LCS,2022-01-22 23:39:00,30:09,Team Liquid,FlyQuest,1,0,Team Liquid,2022
3168,LCS 2022 Lock In,LCS,2022-01-23 00:32:00,29:34,FlyQuest,Team Liquid,0,2,Team Liquid,2022
13376,LPL 2022 Spring,LPL,2022-01-23 07:19:00,24:49,Weibo Gaming,Anyone's Legend,1,0,Weibo Gaming,2022
13377,LPL 2022 Spring,LPL,2022-01-23 08:02:00,30:41,Weibo Gaming,Anyone's Legend,2,0,Weibo Gaming,2022
7603,LCK 2022 Spring,LCK,2022-01-23 08:07:00,32:24,Liiv SANDBOX,T1,0,1,T1,2022
7604,LCK 2022 Spring,LCK,2022-01-23 09:03:00,25:10,Liiv SANDBOX,T1,0,2,T1,2022
13378,LPL 2022 Spring,LPL,2022-01-23 09:20:00,31:37,Invictus Gaming,Royal Never Give Up,0,1,Royal Never Give Up,2022
13379,LPL 2022 Spring,LPL,2022-01-23 10:12:00,32:35,Invictus Gaming,Royal Never Give Up,0,2,Royal Never Give Up,2022
25256,TCL 2022 Winter,TCL,2022-01-23 11:03:00,35:53,Fenerbahçe Esports,Beşiktaş Esports,0,1,Beşiktaş Esports,2022
7605,LCK 2022 Spring,LCK,2022-01-23 11:07:00,41:13,Kwangdong Freecs,DRX,0,1,DRX,2022
13380,LPL 2022 Spring,LPL,2022-01-23 11:23:00,53:24,Victory Five,Top Esports,0,1,Top Esports,2022
25257,TCL 2022 Winter,TCL,2022-01-23 12:05:00,37:56,NASR eSports Turkey,Team AURORA,0,1,Team AURORA,2022
7606,LCK 2022 Spring,LCK,2022-01-23 12:12:00,48:07,Kwangdong Freecs,DRX,0,2,DRX,2022
13381,LPL 2022 Spring,LPL,2022-01-23 12:37:00,39:25,Top Esports,Victory Five,1,1,Victory Five,2022
25258,TCL 2022 Winter,TCL,2022-01-23 13:09:00,35:49,Galatasaray Esports,Dark Passage,0,1,Dark Passage,2022
13382,LPL 2022 Spring,LPL,2022-01-23 13:35:00,26:59,Victory Five,Top Esports,2,1,Victory Five,2022
25259,TCL 2022 Winter,TCL,2022-01-23 14:10:00,29:39,Istanbul Wildcats,Galakticos,1,0,Istanbul Wildcats,2022
25260,TCL 2022 Winter,TCL,2022-01-23 15:04:00,28:03,SuperMassive Blaze,5 Ronin,0,1,5 Ronin,2022
15885,CBLOL 2022 Split 1,CBLOL,2022-01-23 16:18:00,27:35,Liberty,Rensga Esports,1,0,Liberty,2022
15886,CBLOL 2022 Split 1,CBLOL,2022-01-23 17:17:00,39:11,RED Canids,LOUD,1,0,RED Canids,2022
15887,CBLOL 2022 Split 1,CBLOL,2022-01-23 18:33:00,45:48,INTZ,Netshoes Miners,0,1,Netshoes Miners,2022
15888,CBLOL 2022 Split 1,CBLOL,2022-01-23 19:51:00,33:41,Flamengo Esports,FURIA,0,1,FURIA,2022
3169,LCS 2022 Lock In,LCS,2022-01-23 20:37:00,32:36,Evil Geniuses.NA,Golden Guardians,1,0,Evil Geniuses.NA,2022
3170,LCS 2022 Lock In,LCS,2022-01-23 21:30:00,27:14,Golden Guardians,Evil Geniuses.NA,0,2,Evil Geniuses.NA,2022
3171,LCS 2022 Lock In,LCS,2022-01-23 22:23:00,31:12,Cloud9,Counter Logic Gaming,1,0,Cloud9,2022
3172,LCS 2022 Lock In,LCS,2022-01-23 23:16:00,36:33,Counter Logic Gaming,Cloud9,1,1,Counter Logic Gaming,2022
3173,LCS 2022 Lock In,LCS,2022-01-24 00:13:00,29:24,Cloud9,Counter Logic Gaming,2,1,Cloud9,2022
13383,LPL 2022 Spring,LPL,2022-01-24 09:23:00,33:43,LGD Gaming,Oh My God,1,0,LGD Gaming,2022
13384,LPL 2022 Spring,LPL,2022-01-24 10:21:00,24:46,Oh My God,LGD Gaming,1,1,Oh My God,2022
13385,LPL 2022 Spring,LPL,2022-01-24 11:06:00,36:48,LGD Gaming,Oh My God,2,1,LGD Gaming,2022
13386,LPL 2022 Spring,LPL,2022-01-24 12:22:00,34:34,Bilibili Gaming,Rare Atom,1,0,Bilibili Gaming,2022
13387,LPL 2022 Spring,LPL,2022-01-24 13:18:00,35:33,Bilibili Gaming,Rare Atom,2,0,Bilibili Gaming,2022
13388,LPL 2022 Spring,LPL,2022-01-25 09:20:00,43:25,Invictus Gaming,Ultra Prime,0,1,Ultra Prime,2022
13389,LPL 2022 Spring,LPL,2022-01-25 10:23:00,23:49,Ultra Prime,Invictus Gaming,2,0,Ultra Prime,2022
13390,LPL 2022 Spring,LPL,2022-01-25 11:33:00,36:49,Anyone's Legend,ThunderTalk Gaming,0,1,ThunderTalk Gaming,2022
13391,LPL 2022 Spring,LPL,2022-01-25 12:32:00,27:20,ThunderTalk Gaming,Anyone's Legend,1,1,Anyone's Legend,2022
13392,LPL 2022 Spring,LPL,2022-01-25 13:21:00,35:36,ThunderTalk Gaming,Anyone's Legend,2,1,ThunderTalk Gaming,2022
7607,LCK 2022 Spring,LCK,2022-01-26 08:06:00,27:49,Gen.G,Kwangdong Freecs,1,0,Gen.G,2022
7608,LCK 2022 Spring,LCK,2022-01-26 08:59:00,32:08,Kwangdong Freecs,Gen.G,0,2,Gen.G,2022
13393,LPL 2022 Spring,LPL,2022-01-26 09:20:00,35:14,Weibo Gaming,Victory Five,0,1,Victory Five,2022
13394,LPL 2022 Spring,LPL,2022-01-26 10:15:00,26:08,Victory Five,Weibo Gaming,1,1,Weibo Gaming,2022
13395,LPL 2022 Spring,LPL,2022-01-26 11:02:00,31:28,Weibo Gaming,Victory Five,2,1,Weibo Gaming,2022
7609,LCK 2022 Spring,LCK,2022-01-26 11:05:00,39:27,DRX,Fredit BRION,1,0,DRX,2022
7610,LCK 2022 Spring,LCK,2022-01-26 12:07:00,26:35,Fredit BRION,DRX,0,2,DRX,2022
13396,LPL 2022 Spring,LPL,2022-01-26 12:17:00,33:19,LNG Esports,FunPlus Phoenix,1,0,LNG Esports,2022
13397,LPL 2022 Spring,LPL,2022-01-26 13:13:00,28:59,FunPlus Phoenix,LNG Esports,1,1,FunPlus Phoenix,2022
13398,LPL 2022 Spring,LPL,2022-01-26 14:02:00,31:22,FunPlus Phoenix,LNG Esports,1,2,LNG Esports,2022
7611,LCK 2022 Spring,LCK,2022-01-27 08:06:00,28:41,KT Rolster,Liiv SANDBOX,1,0,KT Rolster,2022
7612,LCK 2022 Spring,LCK,2022-01-27 09:00:00,38:59,Liiv SANDBOX,KT Rolster,1,1,Liiv SANDBOX,2022
13399,LPL 2022 Spring,LPL,2022-01-27 09:21:00,31:38,Top Esports,Oh My God,0,1,Oh My God,2022
7613,LCK 2022 Spring,LCK,2022-01-27 10:02:00,32:05,KT Rolster,Liiv SANDBOX,1,2,Liiv SANDBOX,2022
13400,LPL 2022 Spring,LPL,2022-01-27 10:14:00,30:42,Top Esports,Oh My God,0,2,Oh My God,2022
13401,LPL 2022 Spring,LPL,2022-01-27 11:29:00,36:15,Bilibili Gaming,Royal Never Give Up,0,1,Royal Never Give Up,2022
7614,LCK 2022 Spring,LCK,2022-01-27 11:43:00,46:53,T1,Nongshim RedForce,1,0,T1,2022
13402,LPL 2022 Spring,LPL,2022-01-27 12:29:00,30:36,Royal Never Give Up,Bilibili Gaming,1,1,Bilibili Gaming,2022
7615,LCK 2022 Spring,LCK,2022-01-27 12:58:00,30:37,Nongshim RedForce,T1,1,1,Nongshim RedForce,2022
13403,LPL 2022 Spring,LPL,2022-01-27 13:18:00,33:09,Bilibili Gaming,Royal Never Give Up,1,2,Royal Never Give Up,2022
7616,LCK 2022 Spring,LCK,2022-01-27 13:53:00,39:46,T1,Nongshim RedForce,2,1,T1,2022
15889,CBLOL 2022 Split 1,CBLOL,2022-01-27 20:15:00,25:43,paiN Gaming,Liberty,1,0,paiN Gaming,2022
15890,CBLOL 2022 Split 1,CBLOL,2022-01-27 21:10:00,31:29,paiN Gaming,KaBuM! Esports,0,1,KaBuM! Esports,2022
7617,LCK 2022 Spring,LCK,2022-01-28 08:06:00,30:32,Hanwha Life Esports,DWG KIA,0,1,DWG KIA,2022
7618,LCK 2022 Spring,LCK,2022-01-28 09:01:00,26:13,Hanwha Life Esports,DWG KIA,0,2,DWG KIA,2022
7619,LCK 2022 Spring,LCK,2022-01-28 11:06:00,40:54,Fredit BRION,Kwangdong Freecs,1,0,Fredit BRION,2022
7620,LCK 2022 Spring,LCK,2022-01-28 12:12:00,43:25,Kwangdong Freecs,Fredit BRION,0,2,Fredit BRION,2022
4259,LEC 2022 Spring,LEC,2022-01-28 16:59:00,31:29,Team BDS,Astralis,1,0,Team BDS,2022
4260,LEC 2022 Spring,LEC,2022-01-28 17:55:00,39:41,Excel Esports,MAD Lions,0,1,MAD Lions,2022
4261,LEC 2022 Spring,LEC,2022-01-28 18:58:00,27:36,Team Vitality,SK Gaming,1,0,Team Vitality,2022
4262,LEC 2022 Spring,LEC,2022-01-28 19:58:00,29:11,Rogue (European Team),Fnatic,1,0,Rogue (European Team),2022
4263,LEC 2022 Spring,LEC,2022-01-28 20:51:00,35:33,G2 Esports,Misfits Gaming,1,0,G2 Esports,2022
3174,LCS 2022 Lock In,LCS,2022-01-28 22:36:00,43:08,Team Liquid,Dignitas,0,1,Dignitas,2022
3175,LCS 2022 Lock In,LCS,2022-01-28 23:40:00,33:23,Team Liquid,Dignitas,1,1,Team Liquid,2022
3176,LCS 2022 Lock In,LCS,2022-01-29 00:35:00,35:30,Dignitas,Team Liquid,1,2,Team Liquid,2022
3177,LCS 2022 Lock In,LCS,2022-01-29 01:34:00,33:56,Dignitas,Team Liquid,1,3,Team Liquid,2022
7621,LCK 2022 Spring,LCK,2022-01-29 08:06:00,42:42,KT Rolster,Gen.G,1,0,KT Rolster,2022
7622,LCK 2022 Spring,LCK,2022-01-29 09:15:00,37:39,Gen.G,KT Rolster,0,2,KT Rolster,2022
25261,TCL 2022 Winter,TCL,2022-01-29 11:06:00,43:56,5 Ronin,Fenerbahçe Esports,0,1,Fenerbahçe Esports,2022
7623,LCK 2022 Spring,LCK,2022-01-29 11:09:00,37:33,Nongshim RedForce,DRX,0,1,DRX,2022
7624,LCK 2022 Spring,LCK,2022-01-29 12:11:00,47:08,Nongshim RedForce,DRX,0,2,DRX,2022
25262,TCL 2022 Winter,TCL,2022-01-29 12:14:00,27:12,Beşiktaş Esports,Team AURORA,0,1,Team AURORA,2022
25263,TCL 2022 Winter,TCL,2022-01-29 13:10:00,46:50,Galakticos,Galatasaray Esports,0,1,Galatasaray Esports,2022
25264,TCL 2022 Winter,TCL,2022-01-29 14:26:00,38:06,Istanbul Wildcats,SuperMassive Blaze,0,1,SuperMassive Blaze,2022
25265,TCL 2022 Winter,TCL,2022-01-29 15:35:00,46:41,Dark Passage,NASR eSports Turkey,0,1,NASR eSports Turkey,2022
4264,LEC 2022 Spring,LEC,2022-01-29 15:56:00,29:13,Team BDS,SK Gaming,1,0,Team BDS,2022
15891,CBLOL 2022 Split 1,CBLOL,2022-01-29 16:21:00,37:21,RED Canids,Liberty,0,1,Liberty,2022
4265,LEC 2022 Spring,LEC,2022-01-29 16:49:00,35:38,Astralis,Excel Esports,0,1,Excel Esports,2022
15892,CBLOL 2022 Split 1,CBLOL,2022-01-29 17:29:00,33:01,Netshoes Miners,paiN Gaming,1,0,Netshoes Miners,2022
4266,LEC 2022 Spring,LEC,2022-01-29 17:48:00,28:11,MAD Lions,Misfits Gaming,0,1,Misfits Gaming,2022
15893,CBLOL 2022 Split 1,CBLOL,2022-01-29 18:33:00,29:50,KaBuM! Esports,Rensga Esports,1,0,KaBuM! Esports,2022
4267,LEC 2022 Spring,LEC,2022-01-29 18:40:00,36:04,Rogue (European Team),Team Vitality,1,0,Rogue (European Team),2022
15894,CBLOL 2022 Split 1,CBLOL,2022-01-29 19:29:00,26:25,FURIA,INTZ,1,0,FURIA,2022
4268,LEC 2022 Spring,LEC,2022-01-29 19:38:00,37:41,Fnatic,G2 Esports,0,1,G2 Esports,2022
19237,LLA 2022 Opening,LLA,2022-01-29 19:52:00,30:15,XTEN Esports,Team Aze,0,1,Team Aze,2022
15895,CBLOL 2022 Split 1,CBLOL,2022-01-29 20:25:00,32:19,LOUD,Flamengo Esports,1,0,LOUD,2022
19238,LLA 2022 Opening,LLA,2022-01-29 21:02:00,35:02,Rainbow7,All Knights,1,0,Rainbow7,2022
3178,LCS 2022 Lock In,LCS,2022-01-29 21:32:00,26:14,Evil Geniuses.NA,Cloud9,1,0,Evil Geniuses.NA,2022
3179,LCS 2022 Lock In,LCS,2022-01-29 22:19:00,29:41,Cloud9,Evil Geniuses.NA,0,2,Evil Geniuses.NA,2022
3180,LCS 2022 Lock In,LCS,2022-01-29 23:11:00,29:46,Cloud9,Evil Geniuses.NA,0,3,Evil Geniuses.NA,2022
7625,LCK 2022 Spring,LCK,2022-01-30 08:09:00,55:26,DWG KIA,T1,1,0,DWG KIA,2022
7626,LCK 2022 Spring,LCK,2022-01-30 09:36:00,30:05,T1,DWG KIA,1,1,T1,2022
7627,LCK 2022 Spring,LCK,2022-01-30 10:32:00,33:50,DWG KIA,T1,1,2,T1,2022
25266,TCL 2022 Winter,TCL,2022-01-30 11:04:00,35:34,Fenerbahçe Esports,Istanbul Wildcats,0,1,Istanbul Wildcats,2022
25267,TCL 2022 Winter,TCL,2022-01-30 12:05:00,30:09,NASR eSports Turkey,Beşiktaş Esports,1,0,NASR eSports Turkey,2022
7628,LCK 2022 Spring,LCK,2022-01-30 12:11:00,35:37,Hanwha Life Esports,Liiv SANDBOX,1,0,Hanwha Life Esports,2022
25268,TCL 2022 Winter,TCL,2022-01-30 12:58:00,25:20,Team AURORA,5 Ronin,1,0,Team AURORA,2022
7629,LCK 2022 Spring,LCK,2022-01-30 13:12:00,25:08,Liiv SANDBOX,Hanwha Life Esports,0,2,Hanwha Life Esports,2022
25269,TCL 2022 Winter,TCL,2022-01-30 13:49:00,36:26,Dark Passage,Galakticos,1,0,Dark Passage,2022
25270,TCL 2022 Winter,TCL,2022-01-30 14:51:00,29:01,Galatasaray Esports,SuperMassive Blaze,0,1,SuperMassive Blaze,2022
15896,CBLOL 2022 Split 1,CBLOL,2022-01-30 16:19:00,27:33,RED Canids,KaBuM! Esports,1,0,RED Canids,2022
15897,CBLOL 2022 Split 1,CBLOL,2022-01-30 17:17:00,35:20,Liberty,LOUD,1,0,Liberty,2022
15898,CBLOL 2022 Split 1,CBLOL,2022-01-30 18:20:00,36:07,Rensga Esports,Netshoes Miners,1,0,Rensga Esports,2022
15899,CBLOL 2022 Split 1,CBLOL,2022-01-30 19:24:00,32:01,paiN Gaming,FURIA,0,1,FURIA,2022
19239,LLA 2022 Opening,LLA,2022-01-30 19:51:00,38:40,All Knights,Team Aze,0,1,Team Aze,2022
15900,CBLOL 2022 Split 1,CBLOL,2022-01-30 20:21:00,32:37,INTZ,Flamengo Esports,1,0,INTZ,2022
3181,LCS 2022 Lock In,LCS,2022-01-30 20:33:00,26:24,Evil Geniuses.NA,Team Liquid,0,1,Team Liquid,2022
19240,LLA 2022 Opening,LLA,2022-01-30 21:02:00,27:29,XTEN Esports,Estral Esports,0,1,Estral Esports,2022
3182,LCS 2022 Lock In,LCS,2022-01-30 21:22:00,34:03,Evil Geniuses.NA,Team Liquid,0,2,Team Liquid,2022
19241,LLA 2022 Opening,LLA,2022-01-30 22:03:00,30:46,Rainbow7,Globant Emerald,1,0,Rainbow7,2022
3183,LCS 2022 Lock In,LCS,2022-01-30 22:17:00,30:52,Team Liquid,Evil Geniuses.NA,3,0,Team Liquid,2022
4269,LEC 2022 Spring,LEC,2022-02-04 16:58:00,30:51,Astralis,SK Gaming,0,1,SK Gaming,2022
4270,LEC 2022 Spring,LEC,2022-02-04 17:52:00,22:46,Rogue (European Team),Excel Esports,1,0,Rogue (European Team),2022
4271,LEC 2022 Spring,LEC,2022-02-04 18:38:00,28:34,Team Vitality,Misfits Gaming,1,0,Team Vitality,2022
4272,LEC 2022 Spring,LEC,2022-02-04 19:29:00,33:06,G2 Esports,Team BDS,1,0,G2 Esports,2022
19242,LLA 2022 Opening,LLA,2022-02-04 19:55:00,28:57,Globant Emerald,Isurus,0,1,Isurus,2022
4273,LEC 2022 Spring,LEC,2022-02-04 20:27:00,32:38,MAD Lions,Fnatic,0,1,Fnatic,2022
19243,LLA 2022 Opening,LLA,2022-02-04 20:59:00,34:56,INFINITY,Estral Esports,1,0,INFINITY,2022
19244,LLA 2022 Opening,LLA,2022-02-04 22:22:00,32:07,INFINITY,Isurus,1,0,INFINITY,2022
25271,TCL 2022 Winter,TCL,2022-02-05 11:03:00,32:28,Istanbul Wildcats,Team AURORA,1,0,Istanbul Wildcats,2022
25272,TCL 2022 Winter,TCL,2022-02-05 11:59:00,33:53,Beşiktaş Esports,5 Ronin,0,1,5 Ronin,2022
25273,TCL 2022 Winter,TCL,2022-02-05 13:07:00,40:31,Fenerbahçe Esports,Galatasaray Esports,1,0,Fenerbahçe Esports,2022
25274,TCL 2022 Winter,TCL,2022-02-05 14:18:00,33:29,Galakticos,NASR eSports Turkey,0,1,NASR eSports Turkey,2022
25275,TCL 2022 Winter,TCL,2022-02-05 15:19:00,43:30,SuperMassive Blaze,Dark Passage,0,1,Dark Passage,2022
4274,LEC 2022 Spring,LEC,2022-02-05 15:56:00,30:06,Misfits Gaming,SK Gaming,1,0,Misfits Gaming,2022
15901,CBLOL 2022 Split 1,CBLOL,2022-02-05 16:22:00,30:10,Netshoes Miners,RED Canids,0,1,RED Canids,2022
4275,LEC 2022 Spring,LEC,2022-02-05 16:51:00,45:21,MAD Lions,Team BDS,1,0,MAD Lions,2022
15902,CBLOL 2022 Split 1,CBLOL,2022-02-05 17:27:00,25:40,LOUD,INTZ,1,0,LOUD,2022
4276,LEC 2022 Spring,LEC,2022-02-05 18:01:00,36:03,Astralis,Team Vitality,0,1,Team Vitality,2022
15903,CBLOL 2022 Split 1,CBLOL,2022-02-05 18:21:00,28:03,KaBuM! Esports,Liberty,1,0,KaBuM! Esports,2022
4277,LEC 2022 Spring,LEC,2022-02-05 19:00:00,28:54,Excel Esports,Fnatic,1,0,Excel Esports,2022
15904,CBLOL 2022 Split 1,CBLOL,2022-02-05 19:23:00,36:36,Flamengo Esports,paiN Gaming,0,1,paiN Gaming,2022
4278,LEC 2022 Spring,LEC,2022-02-05 19:53:00,24:56,G2 Esports,Rogue (European Team),0,1,Rogue (European Team),2022
19245,LLA 2022 Opening,LLA,2022-02-05 19:56:00,36:26,Isurus,XTEN Esports,0,1,XTEN Esports,2022
19246,LLA 2022 Opening,LLA,2022-02-05 21:04:00,26:27,Estral Esports,All Knights,1,0,Estral Esports,2022
3184,LCS 2022 Spring,LCS,2022-02-05 21:38:00,33:51,Evil Geniuses.NA,TSM,1,0,Evil Geniuses.NA,2022
19247,LLA 2022 Opening,LLA,2022-02-05 22:15:00,26:32,Team Aze,Rainbow7,0,1,Rainbow7,2022
3185,LCS 2022 Spring,LCS,2022-02-05 22:46:00,48:56,Counter Logic Gaming,FlyQuest,0,1,FlyQuest,2022
19248,LLA 2022 Opening,LLA,2022-02-05 23:11:00,35:19,Globant Emerald,INFINITY,0,1,INFINITY,2022
3186,LCS 2022 Spring,LCS,2022-02-06 00:11:00,40:12,Team Liquid,100 Thieves,0,1,100 Thieves,2022
3187,LCS 2022 Spring,LCS,2022-02-06 01:23:00,26:05,Golden Guardians,Cloud9,0,1,Cloud9,2022
3188,LCS 2022 Spring,LCS,2022-02-06 02:27:00,31:28,Dignitas,Immortals,1,0,Dignitas,2022
25276,TCL 2022 Winter,TCL,2022-02-06 11:01:00,42:41,Team AURORA,Galatasaray Esports,0,1,Galatasaray Esports,2022
25277,TCL 2022 Winter,TCL,2022-02-06 12:12:00,26:25,Beşiktaş Esports,Istanbul Wildcats,0,1,Istanbul Wildcats,2022
25278,TCL 2022 Winter,TCL,2022-02-06 13:04:00,33:33,SuperMassive Blaze,Galakticos,0,1,Galakticos,2022
25279,TCL 2022 Winter,TCL,2022-02-06 14:07:00,31:12,Dark Passage,Fenerbahçe Esports,1,0,Dark Passage,2022
25280,TCL 2022 Winter,TCL,2022-02-06 15:05:00,30:43,NASR eSports Turkey,5 Ronin,0,1,5 Ronin,2022
15905,CBLOL 2022 Split 1,CBLOL,2022-02-06 16:20:00,25:51,KaBuM! Esports,LOUD,1,0,KaBuM! Esports,2022
15906,CBLOL 2022 Split 1,CBLOL,2022-02-06 17:15:00,27:13,RED Canids,FURIA,0,1,FURIA,2022
15907,CBLOL 2022 Split 1,CBLOL,2022-02-06 18:14:00,31:18,paiN Gaming,INTZ,0,1,INTZ,2022
15908,CBLOL 2022 Split 1,CBLOL,2022-02-06 19:14:00,31:26,Liberty,Netshoes Miners,1,0,Liberty,2022
19249,LLA 2022 Opening,LLA,2022-02-06 19:54:00,28:49,Team Aze,Globant Emerald,1,0,Team Aze,2022
3189,LCS 2022 Spring,LCS,2022-02-06 20:39:00,31:29,100 Thieves,Counter Logic Gaming,1,0,100 Thieves,2022
19250,LLA 2022 Opening,LLA,2022-02-06 20:45:00,38:25,XTEN Esports,INFINITY,0,1,INFINITY,2022
3190,LCS 2022 Spring,LCS,2022-02-06 21:40:00,37:54,TSM,Dignitas,0,1,Dignitas,2022
19251,LLA 2022 Opening,LLA,2022-02-06 22:04:00,34:40,All Knights,Isurus,0,1,Isurus,2022
3191,LCS 2022 Spring,LCS,2022-02-06 22:45:00,38:47,Cloud9,Evil Geniuses.NA,1,0,Cloud9,2022
19252,LLA 2022 Opening,LLA,2022-02-06 23:13:00,39:52,Estral Esports,Rainbow7,0,1,Rainbow7,2022
3192,LCS 2022 Spring,LCS,2022-02-06 23:53:00,34:09,FlyQuest,Golden Guardians,1,0,FlyQuest,2022
3193,LCS 2022 Spring,LCS,2022-02-07 00:56:00,29:05,Immortals,Team Liquid,0,1,Team Liquid,2022
7630,LCK 2022 Spring,LCK,2022-02-09 08:07:00,32:33,T1,Hanwha Life Esports,0,1,Hanwha Life Esports,2022
7631,LCK 2022 Spring,LCK,2022-02-09 09:03:00,25:05,T1,Hanwha Life Esports,1,1,T1,2022
7632,LCK 2022 Spring,LCK,2022-02-09 09:53:00,46:57,Hanwha Life Esports,T1,1,2,T1,2022
7633,LCK 2022 Spring,LCK,2022-02-09 11:51:00,29:42,DRX,KT Rolster,1,0,DRX,2022
7634,LCK 2022 Spring,LCK,2022-02-09 12:46:00,46:18,KT Rolster,DRX,1,1,KT Rolster,2022
7635,LCK 2022 Spring,LCK,2022-02-09 13:56:00,32:47,DRX,KT Rolster,2,1,DRX,2022
7636,LCK 2022 Spring,LCK,2022-02-10 08:08:00,38:37,DWG KIA,Kwangdong Freecs,1,0,DWG KIA,2022
7637,LCK 2022 Spring,LCK,2022-02-10 09:14:00,31:49,Kwangdong Freecs,DWG KIA,0,2,DWG KIA,2022
13404,LPL 2022 Spring,LPL,2022-02-10 09:22:00,28:33,Rare Atom,Invictus Gaming,0,1,Invictus Gaming,2022
13405,LPL 2022 Spring,LPL,2022-02-10 10:10:00,34:56,Rare Atom,Invictus Gaming,0,2,Invictus Gaming,2022
7638,LCK 2022 Spring,LCK,2022-02-10 11:08:00,31:31,Liiv SANDBOX,Gen.G,1,0,Liiv SANDBOX,2022
13406,LPL 2022 Spring,LPL,2022-02-10 11:24:00,28:24,JD Gaming,Team WE,1,0,JD Gaming,2022
7639,LCK 2022 Spring,LCK,2022-02-10 12:03:00,29:37,Liiv SANDBOX,Gen.G,1,1,Gen.G,2022
13407,LPL 2022 Spring,LPL,2022-02-10 12:11:00,22:29,Team WE,JD Gaming,0,2,JD Gaming,2022
7640,LCK 2022 Spring,LCK,2022-02-10 12:58:00,31:36,Liiv SANDBOX,Gen.G,1,2,Gen.G,2022
15909,CBLOL 2022 Split 1,CBLOL,2022-02-10 20:14:00,30:25,FURIA,Rensga Esports,1,0,FURIA,2022
15910,CBLOL 2022 Split 1,CBLOL,2022-02-10 21:12:00,40:20,Rensga Esports,Flamengo Esports,0,1,Flamengo Esports,2022
13408,LPL 2022 Spring,LPL,2022-02-11 07:20:00,28:46,Ultra Prime,Anyone's Legend,1,0,Ultra Prime,2022
7641,LCK 2022 Spring,LCK,2022-02-11 08:07:00,38:24,Nongshim RedForce,Fredit BRION,0,1,Fredit BRION,2022
13409,LPL 2022 Spring,LPL,2022-02-11 08:08:00,29:23,Ultra Prime,Anyone's Legend,1,1,Anyone's Legend,2022
13410,LPL 2022 Spring,LPL,2022-02-11 08:57:00,34:08,Ultra Prime,Anyone's Legend,1,2,Anyone's Legend,2022
7642,LCK 2022 Spring,LCK,2022-02-11 09:12:00,40:27,Nongshim RedForce,Fredit BRION,1,1,Nongshim RedForce,2022
18240,LJL 2022 Spring,LJL,2022-02-11 09:15:00,33:33,Rascal Jester,DetonatioN FocusMe,0,1,DetonatioN FocusMe,2022
21273,PCS 2022 Spring,PCS,2022-02-11 09:20:00,28:06,Deep Cross Gaming,J Team,1,0,Deep Cross Gaming,2022
23031,VCS 2022 Spring,VCS,2022-02-11 10:13:00,24:35,Burst The Sky Esports,Luxury Esports,0,1,Luxury Esports,2022
21274,PCS 2022 Spring,PCS,2022-02-11 10:15:00,35:57,Frank Esports,Impunity,1,0,Frank Esports,2022
7643,LCK 2022 Spring,LCK,2022-02-11 10:16:00,36:15,Fredit BRION,Nongshim RedForce,2,1,Fredit BRION,2022
13411,LPL 2022 Spring,LPL,2022-02-11 10:16:00,37:17,ThunderTalk Gaming,Bilibili Gaming,0,1,Bilibili Gaming,2022
18241,LJL 2022 Spring,LJL,2022-02-11 10:19:00,29:21,Crest Gaming Act,Sengoku Gaming,0,1,Sengoku Gaming,2022
23032,VCS 2022 Spring,VCS,2022-02-11 10:59:00,26:56,Luxury Esports,Burst The Sky Esports,2,0,Luxury Esports,2022
13412,LPL 2022 Spring,LPL,2022-02-11 11:15:00,28:42,ThunderTalk Gaming,Bilibili Gaming,0,2,Bilibili Gaming,2022
21275,PCS 2022 Spring,PCS,2022-02-11 11:19:00,31:18,Meta Falcon Team,Hurricane Gaming,1,0,Meta Falcon Team,2022
18242,LJL 2022 Spring,LJL,2022-02-11 11:20:00,34:00,Fukuoka SoftBank HAWKS gaming,AXIZ,0,1,AXIZ,2022
7644,LCK 2022 Spring,LCK,2022-02-11 12:00:00,35:17,DRX,Hanwha Life Esports,1,0,DRX,2022
